case_number,year,century,sex,age,country,area,location,activity,type_attack,species
1899.00.00.b,1899,XIX,Male,Unknown,Usa,Florida,St. John's River,Rowing,Boating,Unknown
1899.00.00.a,1899,XIX,Male,Unknown,Usa,Florida,Near a small wreck in a channel at Indian Key,Hunting crayfish,Unprovoked,1.5 m [5'] shark
1898.12.28.R,1898,XIX,Male,Unknown,Australia,Queensland,The Narrows,Fell oveboard,Unprovoked,Unknown
1898.10.28,1898,XIX,Male,Unknown,Usa,Hawaii,Off Kohala,Jumped overboard,Unprovoked,Unknown
1898.09.19.b.R,1898,XIX,Male,Unknown,Nan,Unknown,Unknown,Diving,Unprovoked,Unknown
1898.09.19.a.R,1898,XIX,Male,Unknown,Nan,Unknown,Unknown,Diving,Unprovoked,Unknown
1898.08.22,1898,XIX,Male,Unknown,Usa,New York,"Prince's Bay, Staten Island",Swimming,Unprovoked,Unknown
1898.07.26.R,1898,XIX,Unknown,Unknown,Australia,New South Wales,Sydney,Swimming after their boat capsized,Invalid,Unknown
1898.07.15,1898,XIX,Male,Young,Yemen,Aden,Outer Harbor,Swimming at side of small boat,Unprovoked,Unknown
1898.07.14,1898,XIX,Male,Young,Yemen,Aden,Sapper Bay,Standing,Unprovoked,Unknown
1898.07.00,1898,XIX,Male,Unknown,Cuba,Santiago de Cuba Province,Santiago de Cuba,Swimming,Unprovoked,Unknown
1898.06.22,1898,XIX,Male,Unknown,New Caledonia,South Province,Noumea,boat from City of Naples capsized,Unprovoked,Unknown
1898.04.13,1898,XIX,Male,Unknown,Fiji,Muala,Unknown,The cutter Francis Adams foundered,Sea Disaster,Unknown
1898.00.00.R,1898,XIX,Male,Unknown,Crete,Unknown,Unknown,Sponge divers,Invalid,Unknown
1898.00.00.f,1898,XIX,Male,Teen,Usa,South Carolina,Ramshorn Creek,Fishing (Seining),Unprovoked,White shark
1898.00.00.e,1898,XIX,Male,Unknown,Cuba,Santiago de Cuba Province,Off Santiago de Cuba,13 men in the water after sailboat capsized & sank,Unprovoked,Unknown
1898.00.00.d,1898,XIX,Female,Unknown,Jamaica,Kingston Parish,Kingston Harbor,Trailing hand in the water,Unprovoked,Unknown
1898.00.00.c,1898,XIX,Male,Unknown,Cuba,Camaguey Province,Nuevitas Harbor,Attempting to escape by swimming to shore,Unprovoked,Unknown
1898.00.00.b,1898,XIX,Male,Unknown,Usa,Florida,"a creek near Jacksonville, Duval County",Unknown,Unprovoked,Unknown
1898.00.00.a,1898,XIX,Male,Unknown,Yemen,Aden,Harbor,Diving for coins,Unprovoked,Unknown
1898.00.00 g,1898,XIX,Male,Unknown,Usa,Hawaii,Unknown,Loss of the schooner Nomad,Sea Disaster,Unknown
1897.12.04.R,1897,XIX,Male,Unknown,Usa,East coast,Unknown,Angling,Provoked,Unknown
1897.10.15,1897,XIX,Male,Unknown,Mexico,Vera Cruz,Vera Cruz Harbor,Diving,Invalid,Questionable
1897.10.05.R,1897,XIX,Unknown,Unknown,Marshall Islands,Ratak ,Ailuk Island,Fishing,Unprovoked,3 sharks
1897.09.17,1897,XIX,Male,Unknown,Usa,Rhode Island,Point Judith,Fishing,Provoked,"13'10"" shark"
1897.09.06,1897,XIX,Male,Unknown,Usa,South Carolina,"Elliott Cut, Charleston County",Standing,Unprovoked,Unknown
1897.07.21,1897,XIX,Male,Unknown,South Africa,KwaZulu-Natal,"Back Beach, Durban",Wading after stray fish from seine netter�s catch,Unprovoked,Unknown
1897.06.09,1897,XIX,Unknown,Unknown,Yemen,Socotra Islands,Socotra,Wreck of the steamship Sultan of Bombay,Invalid,Unknown
1897.03.15.b.R,1897,XIX,Male,Unknown,Nan,Mediterranean Sea,Unknown,Swimming,Unprovoked,Unknown
1897.03.15.a.R,1897,XIX,Male,Unknown,Usa,Massachusetts,30 miles south of Lynn,Fishing,Unprovoked,Unknown
1897.00.00.b,1897,XIX,Male,Unknown,New Zealand,Unknown,Unknown,Unknown,Unprovoked,Unknown
1897.00.00.a,1897,XIX,Unknown,Unknown,Egypt,Mediterranean Sea,Port Said,Unknown,Unprovoked,Unknown
1896.12.23,1896,XIX,Male,Unknown,Australia,Victoria,Hobson's Bay,Fishing,Boating,12' to 14' shark
1896.12.20,1896,XIX,Male,Young,New Zealand,North Island,"Marine Parade, Napier, Hawke Bay",Bathing,Unprovoked,Unknown
1896.12.17.R,1896,XIX,Male,Unknown,New Zealand,South Island,Hoiktika,Unknown,Unprovoked,Unknown
1896.11.29,1896,XIX,Male,Unknown,Australia,Western Australia,Albany,Swimming,Unprovoked,Unknown
1896.11.01,1896,XIX,Male,Unknown,Australia,Western Australia,Esperance,Boat swamped,Unprovoked,Unknown
1896.09.11.R,1896,XIX,Male,Unknown,Sri Lanka,Unknown,Unknown,Diving,Unprovoked,Unknown
1896.07.25,1896,XIX,Male,Adult,Usa,Hawaii,"Kahului, Maui",Fishing,Unprovoked,Unknown
1896.06.21.R,1896,XIX,Male,Unknown,Usa,South Carolina,Charleston,Bathing,Unprovoked,Unknown
1896.01.11,1896,XIX,Male,Teen,Australia,New South Wales,"Johnstone's Bay, Sydney",Bathing,Unprovoked,Unknown
1896.00.00.b,1896,XIX,Male,Unknown,Usa,Florida,Unknown,"Swimming ashore from a ""filibuster""",Unprovoked,Unknown
1896.00.00.a,1896,XIX,Male,Teen,Haiti,Off Cape Haitien,Unknown,Wading,Unprovoked,Unknown
1895.12.09,1895,XIX,Male,Teen,Australia,New South Wales,"West Balmain, Sydney",Bathing,Unprovoked,Unknown
1895.11.21.R,1895,XIX,Male,Unknown,Barbados,St Michael Parish,Bridgetown,Diving for coins,Unprovoked,Unknown
1895.11.16,1895,XIX,Male,Unknown,Australia,New South Wales,Jervis Bay ,Fishing,Unprovoked,Unknown
1895.09.18,1895,XIX,Male,Unknown,Cuba,Havana Province,Havana Harbor,Shipwreck,Sea Disaster,Unknown
1895.09.14.R,1895,XIX,Male,Unknown,Yemen,Aden,Unknown,Diving for coins,Unprovoked,Unknown
1895.09.00,1895,XIX,Unknown,Unknown,Usa,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County",Fishing,Provoked,5' shark
1895.08.11,1895,XIX,Male,Young,Usa,Rhode Island,Noyes Beach,Swimming,Unprovoked,Unknown
1895.08.02,1895,XIX,Male,Unknown,Usa,New Jersey,Raritan Bay,Fishing,Unprovoked,Unknown
1895.07.16.R,1895,XIX,Male,Unknown,Japan,Unknown,Unknown,Hunting seals,Unprovoked,Unknown
1895.06.13.R,1895,XIX,Male,Unknown,Nan,Unknown,Unknown,Diving,Unprovoked,Unknown
1895.06.03.R,1895,XIX,Male,Unknown,Australia,Western Australia,Barrow Passage,Pearl diving,Unprovoked,Unknown
1895.05.21,1895,XIX,Male,Unknown,Bahamas,Bimini Islands,Off Gun Cay,Sea Disaster : Wreck of the Carrie E. Long,Sea Disaster,Unknown
1895.05.03,1895,XIX,Male,Unknown,New Zealand,South Island,Preservation Inlet,"""Boat accident""",Unprovoked,Unknown
1895.04.29,1895,XIX,Male,Young,South Africa,Eastern Cape Province,Mzimvubu River,"""Crossing the river""",Unprovoked,Unknown
1895.04.23,1895,XIX,Male,Unknown,New Zealand,South Island,Oamaru,Swimming,Unprovoked,Unknown
1895.03.29.R,1895,XIX,Male,Unknown,Indonesia,Moluccas,South Aroo Island,Swimming,Unprovoked,Unknown
1895.03.15,1895,XIX,Male,Teen,Australia,Queensland,Burnett River,Swimming,Unprovoked,Unknown
1895.02.27,1895,XIX,Male,Teen,Australia,New South Wales,Sydney Harbor,Swimming,Unprovoked,Unknown
1895.02.23.R,1895,XIX,Male,Unknown,Panama,Bocas del Toro,Unknown,"Swimming, after sailboat capsized",Unprovoked,Unknown
1895.00.00.b,1895,XIX,Unknown,Unknown,Australia,Western Australia,"Dampier's Creek, Broome",Unknown,Boating,Unknown
1894.12.11,1894,XIX,Male,Unknown,Usa,Florida,"North Beach, St. Augustine",Fishing,Provoked,12' shark
1894.11.28,1894,XIX,Male,Teen,Australia,New South Wales,Newcastle ,Bathing,Unprovoked,10' to 12' shark
1894.10.06.R,1894,XIX,Male,Unknown,Usa,Alabama,Mobile Bay,Swimming,Unprovoked,Unknown
1894.09.12.R,1894,XIX,Male,Unknown,Usa,Virginia,Norfolk,Bathing,Unprovoked,Unknown
1894.09.06.R,1894,XIX,Female,Unknown,Fiji,Vita Levu,Rewa River,Dangling feet in the water,Unprovoked,Unknown
1894.09.01.R,1894,XIX,Male,Unknown,Usa,Texas,Rockport,Fishing,Provoked,Unknown
1894.08.21,1894,XIX,Female,Unknown,Usa,New York,"Woolsey's Point, East River",Swimming,Unprovoked,"Shovelnose shark, 5'"
1894.08.01,1894,XIX,Male,Unknown,Usa,Florida,"Jacksonville, Duval County",Swimming / floating on his back,Unprovoked,Unknown
1894.07.15.R,1894,XIX,Male,Unknown,France,Provence,"la Badine, Hy�res ",Fishing,Unprovoked,1.8 m shark
1894.06.29,1894,XIX,Male,Unknown,Usa,Florida,Anastasia Island,Bathing,Unprovoked,Unknown
1894.06.25,1894,XIX,Male,Unknown,South Africa,Western Cape Province,Simons Town,Swimming after harpooned whale capsized boat,Unprovoked,Unknown
1894.06.15.b.R,1894,XIX,Male,Unknown,Usa,North Carolina,"New Bern, Craven County",bathing ,Unprovoked,Unknown
1894.06.15.a.R,1894,XIX,Male,Unknown,Mexico,Bay of Campeche,Unknown,Fell from yardarm of British ship Rover,Unprovoked,20' shark
1894.04.28.b.R,1894,XIX,Female,Unknown,Burma,Rangoon,Amherst,Bathing,Unprovoked,Unknown
1894.04.28.a.R,1894,XIX,Female,Unknown,Burma,Rangoon,Amherst,Bathing,Unprovoked,Unknown
1893.10.20.R,1893,XIX,Male,Unknown,India,Bay of Bengal,Madras Harbor,Murder,Unprovoked,Unknown
1893.10.16,1893,XIX,Unknown,Unknown,Croatia, Primorje-Gorski Kotar County,"Off Volusca, Opatija",small boat,Invalid,Unknown
1893.07.03,1893,XIX,Male,Unknown,Philippines,Unknown,Off Manila,Abandoning burning steamship Don Juan,Unprovoked,Unknown
1893.06.22,1893,XIX,Male,Unknown,Lebanon,Unknown,Off Tripoli,HMS Victoria collided with the HMS Camperdown,Unprovoked,Unknown
1893.06.22.R,1893,XIX,Male,Unknown,Nigeria,Bayelsa State,Mouth of the Nun River,A barque wrecked,Unprovoked,Unknown
1893.05.23.R,1893,XIX,Female,Unknown,Fiji,Unknown,Between Kadavu & Beqa,Canoe swamped,Unprovoked,Unknown
1893.05.17,1893,XIX,Male,Unknown,Cuba,Havana Province,Havana Harbor,His balloon crashed in the harbor,Unprovoked,Unknown
1893.04.15,1893,XIX,Male,Unknown,South Atlantic Ocean,Unknown,Unknown,Swimming after falling overboard from the sealing ship Vesper,Unprovoked,Unknown
1893.04.14,1893,XIX,Male,Unknown,Australia,Queensland,Torres Strait,"Boat capsized, swimming ashore",Unprovoked,Unknown
1893.04.04,1893,XIX,Male,Unknown,Australia,Tasmania,"Chimney Point, George�s Bay","Boat capsized, swimming ashore",Invalid,Unknown
1893.01.30.R,1893,XIX,Male,Unknown,New Zealand,South Island?,Downs River,Bathing,Unprovoked,Unknown
1893.01.18.R,1893,XIX,Male,Unknown,French Polynesia,Unknown,One week out of P�pete,Murdered,Unprovoked,Unknown
1893.00.00,1893,XIX,Unknown,Unknown,Egypt,Mediterranean Sea,Port Said,Unknown,Unprovoked,Unknown
1892.12.15,1892,XIX,Male,Teen,Atlantic Ocean,Unknown,Unknown,Fell overboard,Unprovoked,Unknown
1892.11.09.R,1892,XIX,Male,Unknown,Australia,Norfolk Island,Unknown,Fishing,Unprovoked,Unknown
1892.11.06,1892,XIX,Female,Unknown,Australia,Queensland,"Wellington Point, Brisbane",Swimming,Unprovoked,Unknown
1892.09.16.R,1892,XIX,Male,Unknown,Usa,Texas,Velasco,Unknown,Unprovoked,Unknown
1892.06.24,1892,XIX,Unknown,Unknown,France,Brittany,Brest,Fishing boat,Invalid,Unknown
1892.06.20.R,1892,XIX,Male,Unknown,Cuba,Havana Province,Havana Harbor,Riding a horse,Unprovoked,Unknown
1892.05.19.R,1892,XIX,Male,Unknown,New Zealand,North Island,Rockhampton,Bathing,Unprovoked,Unknown
1892.04.21.R,1892,XIX,Male,Unknown,Bahamas,Out Islands,Unknown,Fell overboard from sponge vessel,Unprovoked,16' shark
1892.03.25.R,1892,XIX,Male,Unknown,Pacific Ocean,Unknown,Unknown, a canoe was pursuing a schooner that had forcibily abducted 5 young girls,Unprovoked,Unknown
1892.03.02,1892,XIX,Male,Young,Australia,New South Wales,Lake Macquarie,Fishing,Provoked,12' shark
1892.00.00,1892,XIX,Male,Unknown,Australia,Torres Strait,Badu Island,Dress diving,Provoked,Unknown
1891.12.31.R,1891,XIX,Male,Unknown,Australia,New South Wales,Unknown,Swimming,Unprovoked,Unknown
1891.12.22.R,1891,XIX,Male,Unknown,New Zealand,North Island,"Manukau Harbor, 6 miles south of Auckland","Swimming, after boat swamped",Unprovoked,Unknown
1891.09.14.R,1891,XIX,Unknown,Unknown,Kiribati,Line Islands,Flint Island,"Sea Disaster, canoes capsized in storm",Sea Disaster,Unknown
1891.08.30.R,1891,XIX,Male,Unknown,Canada,Nova Scotia,Halifax,Knocked overboard,Unprovoked,Unknown
1891.08.29,1891,XIX,Male,Unknown,Usa,New Jersey,"Off Longport, Atlantic County",Shooting sharks ,Provoked,Unknown
1891.06.11,1891,XIX,Male,Unknown,Usa,Virginia,Hampton Roads,Fishing for sharks when he became entangled in net & fell overboard,Invalid,Unknown
1891.03.10,1891,XIX,Unknown,Unknown,Paraguay,Unknown,Unknown,Fleeing across a river,Unprovoked,Unknown
1891.01.08.R,1891,XIX,Male,Unknown,Jamaica,Kingston Parish,Port Royal Harbour,boat capsized,Unprovoked,Unknown
1890.12.30,1890,XIX,Unknown,Unknown,Australia,Queensland,Moreton Bay,Swimming to shore after boat capsized by a squall,Invalid,Unknown
1890.12.27.R,1890,XIX,Male,Teen,British New Guinea,Woodlark Islands,Off Panamota,Thrown overboard,Unprovoked,Unknown
1890.10.25.R,1890,XIX,Male,Unknown,Atlantic Ocean,Unknown,Unknown,Thrown overboard,Unprovoked,Unknown
1890.08.17.R,1890,XIX,Unknown,Unknown,Usa,New Jersey,"Off Normandie-by-the-Sea, Monmouth County",Fishing for bluefish,Provoked,"5'7"" shark"
1890.08.09,1890,XIX,Male,Unknown,Usa,Connecticut,"Bridgeport, Fairfield County",Treading for clams,Unprovoked,Unknown
1890.08.08,1890,XIX,Male,Unknown,Samoa,Upolu Island,Apia Harbour,Bathing,Unprovoked,Unknown
1890.06.26,1890,XIX,Male,Unknown,Croatia,Unknown,Fiume,Swimming,Unprovoked,Unknown
1890.06.14.R,1890,XIX,Male,Unknown,Persian Gulf,Unknown,Unknown,Fell overboard,Unprovoked,Unknown
1890.06.02.R,1890,XIX,Male,Unknown,Egypt,Unknown,Port Said,Swimming,Unprovoked,Unknown
1890.05.14,1890,XIX,Male,Unknown,South Africa,Eastern Cape Province,Port Elizabeth,Unknown,Invalid,Unknown
1890.02.25,1890,XIX,Male,Unknown,Malta,Munxar Reef,Marsascala,"Fishing boat with 4 men on board was rammed & capsized by  a shark, throwing all occupants into the water",Boating,Unknown
1890.00.00.e,1890,XIX,Male,Unknown,Australia,Tasmania,Derwent River (empties into the sea at Hobart),Wading,Unprovoked,"Sevengill shark, 14', was caught in the vicinity"
1890.00.00.d,1890,XIX,Male,Unknown,India,Tamil Nadu,Tuticorin,Diving,Unprovoked,Unknown
1890.00.00.c,1890,XIX,Male,Unknown,India,Tamil Nadu,Tuticorin,Diving,Unprovoked,Unknown
1890.00.00.b,1890,XIX,Male,Unknown,New Zealand,North Island,"Lampton Harbour, Wellington",Swimming,Unprovoked,Unknown
1890.00.00.a,1890,XIX,Male,Unknown,South Africa,KwaZulu-Natal,Cape Vidal,Bathing,Unprovoked,Unknown
1889.11.29.R,1889,XIX,Unknown,Unknown,Greece,Northern Peloponnese,Patras,Unknown,Invalid,Unknown
1889.11.22,1889,XIX,Male,Unknown,Australia,Queensland,Bowen,Fell into the water,Unprovoked,Unknown
1889.11.16,1889,XIX,Male,Unknown,Usa,Hawaii,Honolulu,Parachuted from balloon,Invalid,Unknown
1889.10.03.R,1889,XIX,Male,Unknown,India,Tamil Nadu,Madras,Swimming,Unprovoked,Unknown
1889.07.21,1889,XIX,Male,Unknown,Usa,Florida,"Fernandina, Nassau County",Swimming,Unprovoked,Unknown
1889.07.19,1889,XIX,Male,Unknown,Usa,Texas,West Bay near Galveston ,Fishing,Unprovoked,18' shark
1889.07.08,1889,XIX,Male,Unknown,Australia,Victoria,Port Phillip,Fell into the water,Unprovoked,Unknown
1889.01.31.R,1889,XIX,Unknown,Unknown,Usa,Florida,Hillsborough Bay,Fishing,Provoked,Unknown
1889.01.00,1889,XIX,Male,Unknown,Sierra Leone,Western Area,Freetown,Cleaning the side of a ship,Unprovoked,Unknown
1888.12.25.R,1888,XIX,Male,Unknown,Indian Ocean,Between Perth & Colombo,Unknown,Swimming,Unprovoked,Unknown
1888.12.09,1888,XIX,Male,Teen,Australia,New South Wales,"Iron Cove Bridge, Sydney (Estuary)",Swimming,Unprovoked,Unknown
1888.12.00,1888,XIX,Male,Unknown,Australia,New South Wales,"Hawkesbury Bridge, Sydney",Working on the bridge when he fell into the river,Unprovoked,Unknown
1888.10.23.R,1888,XIX,Unknown,Unknown,Croatia, Primorje-Gorski Kotar County,Rijeka,Unknown,Unprovoked,5 mm 3500 kg female shark
1888.08.14,1888,XIX,Male,Unknown,Canada,Nova Scotia,Off Sable Island,The steamships Thingvalla and Geiser collided,Sea Disaster,Unknown
1888.08.01.R,1888,XIX,Unknown,Unknown,Usa,New York,Unknown,Sailing,Boating,Unknown
1888.07.20.R,1888,XIX,Male,Unknown,Jamaica,Unknown,Unknown,Probabable drowning,Invalid,Unknown
1888.07.13.R,1888,XIX,Male,Unknown,India,Gujarat,Cutch Coast,The Dwarka foundered,Sea Disaster,Unknown
1888.07.04,1888,XIX,Unknown,Unknown,Croatia,Lukovo,Unknown,Unknown,Invalid,Unknown
1888.06.24,1888,XIX,Unknown,Unknown,Australia,Victoria,Port Melbourne,Fishing,Boating,Unknown
1888.06.18.R,1888,XIX,Male,Unknown,Australia,Victoria,"Point Cook, Port Phillip Bay",The cutter yacht Cutty Sark sank,Invalid,Unknown
1888.02.17,1888,XIX,Male,Unknown,New Zealand,South Island,Oamaru,Floating on his back,Unprovoked,"Unknown, but the shark was caught and put on exhibition"
1888.02.00,1888,XIX,Male,Unknown,South Africa,Eastern Cape Province,Mzimvubu River mouth,Crossing the river mouth,Unprovoked,Unknown
1888.01.22,1888,XIX,Male,Unknown,Australia,New South Wales,Sydney Harbor,Rowing,Boating,Unknown
1888.00.00,1888,XIX,Male,Unknown,Libya,Mediterranean Sea,Off Tripoli,Sponge diving,Unprovoked,Unknown
1887.12.22.R,1887,XIX,Male,Adult,Honduras,Cort�s,Off Puerto Cortez (Caribbean coast),Fell oveboard from steamer Wanderer,Unprovoked,Unknown
1887.12.04,1887,XIX,Male,Unknown,Australia,New South Wales,"Ryde, Sydney (Estuary)",Unknown,Unprovoked,12' to 14' shark
1887.10.18,1887,XIX,Male,Unknown,Usa,Florida,"Between Lake Worth & Biscayne Bay, near Hillsboro","Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat",Unprovoked,Unknown
1887.10.00,1887,XIX,Male,Unknown,Bahamas,Unknown,Unknown,"Sea disaster, wreck of the Alfred Watts",Sea Disaster,Unknown
1887.09.22,1887,XIX,Male,Unknown,Italy,Unknown,Trieste,Swimming,Unprovoked,Unknown
1887.09.06,1887,XIX,Unknown,Unknown,Croatia, Primorje-Gorski Kotar County,Kraljevica,Unknown,Invalid,Unknown
1887.03.12,1887,XIX,Unknown,Unknown,Australia,South Australia,Black Point,Rowing a dinghy,Boating,13' shark
1887.02.08.R,1887,XIX,Male,Unknown,New Zealand,North Island,Kaipara,Swimming,Unprovoked,Unknown
1887.02.08,1887,XIX,Unknown,Unknown,South Africa,Western Cape Province,Blaauwberg,Unknown,Provoked,4.7 m [15.5'] shark
1887.01.20,1887,XIX,Male,Unknown,Brazil,Alagoas,Macei�,The passenger ship Kapuna was run down the ore carrier Ada Melmore,Sea Disaster,Unknown
1887.01.12,1887,XIX,Male,Teen,South Africa,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea",Swimming,Unprovoked,Unknown
1887.00.00,1887,XIX,Male,Unknown,Ocean,"Somewhere between Philadelphia and Hiogo, Japan",Unknown,British ship Macedon was thrown on her beam ends by a sudden squall,Sea Disaster,Unknown
1886.08.00.c,1886,XIX,Male,Unknown,Usa, New Jersey,"Shrewsbury River, Highlands, Monmouth County",Unknown,Boating,Shark was said to �have a very rough ��-thick skin�
1886.08.00.b,1886,XIX,Unknown,Unknown,Usa,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County","Netting menhaden, sharks caught in net",Provoked,Unknown
1886.08.00.a,1886,XIX,Male,Unknown,Usa,New Jersey,"Shrewsbury River, Highlands, Monmouth County",Clamming,Boating,3 m [10'] sharks
1886.06.17,1886,XIX,Male,Teen,Australia,Queensland,Off Bribie Heads,Swimming after being washed overboard,Unprovoked,Unknown
1886.06.02,1886,XIX,Female,Unknown,Usa,Hawaii,"Hamakua Homakua, Hawai'i","Fishing from shore, washed into the sea",Invalid,Unknown
1886.05.06,1886,XIX,Male,Unknown,New Caledonia,South Province,Noumea,Bathing,Unprovoked,Unknown
1886.04.26,1886,XIX,Male,Unknown,Australia,Queensland,Rothesay Bay,Oystering,Unprovoked,Unknown
1886.04.11,1886,XIX,Male,Unknown,New Zealand,South Island,Near the mouth of the Clarence River,Sea disaster : Wreck of the Taiaroa,Invalid,Unknown
1886.03.06.R,1886,XIX,Male,Unknown,New Zealand,South Island,Dunedin ,Bathing ,Invalid,Unknown
1886.03.00,1886,XIX,Male,Unknown,Australia,New South Wales,"Dobroyd Head, Watson Bay, Sydney",He drowned when boat capsized,Invalid,Unknown
1886.02.13.R,1886,XIX,Male,Unknown,Australia,Victoria,Mordialloc,Fishing,Boating,Unknown
1886.01.28,1886,XIX,Male,Unknown,South Africa,Eastern Cape Province,"South Jetty, Port Elizabeth",Diving off jetty,Unprovoked,Unknown
1886.01.26,1886,XIX,Male,Unknown,Australia,Queensland,Unknown,Diving alongsidethe steamship Ranelagh ,Unprovoked,Unknown
1886.01.01,1886,XIX,Male,Unknown,South Africa,Western Cape Province,Groot River,Swimming,Unprovoked,Unknown
1886.00.00,1886,XIX,Male,Unknown,Australia,New South Wales,Sydney Harbor,Sailing,Unprovoked,Unknown
1885.11.26.R,1885,XIX,Unknown,Unknown,Australia,Queensland,Brisbane ,Unknown,Boating,15' shark
1885.11.26,1885,XIX,Male,Unknown,Australia,Western Australia,Bunbury,Bathing,Unprovoked,Unknown
1885.08.17,1885,XIX,Male,Unknown,Atlantic Ocean,Unknown,Unknown,Fell or jumped overboard from the liner Rhynland,Unprovoked,Unknown
1885.07.26.c,1885,XIX,Male,Unknown,Usa,Hawaii,Kau District,Wreck of the schooner Pohoiki ,Sea Disaster,Unknown
1885.07.26.b,1885,XIX,Male,Unknown,Usa,Hawaii,Kau District,Wreck of the schooner Pohoiki ,Sea Disaster,Unknown
1885.07.26.a,1885,XIX,Male,Unknown,Usa,Hawaii,Kau District,Wreck of the schooner Pohoiki ,Sea Disaster,Unknown
1885.04.16.R,1885,XIX,Male,Unknown,Nan,Unknown,Unknown,Swimming,Unprovoked,Unknown
1885.04.09,1885,XIX,Male,Unknown,New Zealand,North Island,Auckland,Bathing,Unprovoked,Unknown
1885.03.28,1885,XIX,Male,Unknown,South Africa,KwaZulu-Natal,Kokstad District,Fishing,Unprovoked,3 m [10'] shark
