,Country,Year,Case Number,Date,Sex,Age,Fatal (Yes/No),href formula
4624,AUSTRALIA,1937,1937.03.26,26-Mar-37,M,16,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.03.26-Shaw.pdf
4625,AUSTRALIA,1937,1937.03.09,09-Mar-37,M,43,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.03.09-King.pdf
4626,AUSTRALIA,1937,1937.02.13,13-Feb-37,M,32,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.13-Welsh.pdf
4627,AUSTRALIA,1937,1937.02.11,11-Feb-37,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.11-Redman.pdf
4628,AUSTRALIA,1937,1937.02.04,04-Feb-37,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.04-BotanyBay-launch.pdf
4629,AUSTRALIA,1937,1937.02.03,03-Feb-37,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.03-Woodley.pdf
4630,AUSTRALIA,1937,1937.02.02,1937,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.02-Penang.pdf
4631,AUSTRALIA,1937,1937.01.27,27-Jan-37,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.01.27-Hemsworth.pdf
4632,AUSTRALIA,1937,1937.00.00,1937,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.00.00-O'Leary.pdf
4633,USA,1936,1936.12.30,30-Dec-36,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.30-Kekuhi.pdf
4634,AUSTRALIA,1936,1936.12.19,19-Dec-36,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.19-Slaughter.pdf
4635,AUSTRALIA,1936,1936.12.15,15-Dec-36,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.15-boat-Ayerst.pdf
4636,AUSTRALIA,1936,1936.12.12,12-Dec-36,M,15,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.12-Lundberg.pdf
4637,AUSTRALIA,1936,1936.12.01,01-Dec-36,M,50,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.01-Swan.pdf
4638,AUSTRALIA,1936,1936.11.27,27-Nov-36,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.11.27-McDonnell.pdf
4639,USA,1936,1936.09.04,04-Sep-36,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.09.04-Maui.pdf
4640,AUSTRALIA,1936,1936.08.24,24-Aug-36,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.24-TalaLui.pdf
4641,CANADA,1936,1936.08.11,11-Aug-36,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.11-schoonerRaymonde.pdf
4643,USA,1936,1936.08.00,Aug-36,M,13,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.00-PamlicoSound.pdf
4644,USA,1936,1936.07.25,25-Jul-36,M,16,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.25-Troy.pdf
4645,USA,1936,1936.07.12,12-Jul-36,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.12-SaulWhite.pdf
4646,AUSTRALIA,1936,1936.07.07,07-Jul-36,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.07-aboriginal-diver.pdf
4647,SOUTH AFRICA,1936,1936.07.00,Jul-36,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.00-LuckyJim.pdf
4648,AUSTRALIA,1936,1936.06.26,26-Jun-36,M,16,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.06.26-Willie.pdf
4649,USA,1936,1936.06.06,06-Jun-36,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.06.06-BocaCiegaBay.pdf
4650,AUSTRALIA,1936,1936.04.22,22-Apr-36,M,16,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.04.22-Oscoto.pdf
4651,AUSTRALIA,1936,1936.04.08,08-Ap-1936,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.04.08-Ohta.pdf
4652,USA,1936,1936.03.30,30-Mar-36,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.30-Samsoe.pdf
4653,AUSTRALIA,1936,1936.03.22,12-Mar-36,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.22-Japanese-sailor.pdf
4654,AUSTRALIA,1936,1936.03.19,19-Mar-36,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.19-Norman.pdf
4655,AUSTRALIA,1936,1936.03.04.,04-Mar-36,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.04-CapeHotham.pdf
4656,AUSTRALIA,1936,1936.02.23,23-Feb-36,F,young,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.23-Cameron.pdf
4657,AUSTRALIA,1936,1936.02.20..R,Reported 20-Feb-1936,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.20.R-Slaughter.pdf
4658,AUSTRALIA,1936,1936.02.04,04-Feb-36,M,14,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.04-Paton.pdf
4659,AUSTRALIA,1936,1936.01.22,22-Jan-36,M,13,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.22-Bennett.pdf
4660,AUSTRALIA,1936,1936.01.05,05-Jan-36,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.05-Canavan.pdf
4661,AUSTRALIA,1936,1936.01.00,Jan-36,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.00-Howell.pdf
4662,AUSTRALIA,1936,1936.00.00,1936,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.00.00-PortMelbourne.pdf
4663,AUSTRALIA,1935,1935.12.23,23-Dec-35,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.12.23-NortonBoat.pdf
4664,AUSTRALIA,1935,1935.11.13,13-Nov-35,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.11.13-Messot.pdf
4665,USA,1935,1935.09.21,21-Sep-35,M,38,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.09.21-Fountain.pdf
4666,PAPUA NEW GUINEA,1935,1935.09.04.R,Reported 04-Sep-1935,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.09.04.R-Hula.pdf
4667,AUSTRALIA,1935,1935.08.26,26-Aug-35,M,38,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.26-Quinn.pdf
4669,AUSTRALIA,1935,1935.08.13,13-Aug-35,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.13 -Barani.pdf
4670,USA,1935,1935.07.27.b,27-Jul-35,M,23,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.27-b-Wilkes.pdf
4671,USA,1935,1935.07.27.a,27-Jul-35,M,53,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.27.a-Wilkes.pdf
4672,PANAMA,1935,1935.07.05,05-Jul-35,M,14,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.05-Alonso.pdf
4673,CROATIA,1935,1935.07.01,01-Jul-35,F,22,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.01-Kudlich.pdf
4674,USA,1935,1935.06.18,18-Jun-35,M,31,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.18-Chalor.pdf
4675,SOLOMON ISLANDS,1935,1935.06.05.R,Reported 05-Jun-1935,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.05.R-SolomonIslands.pdf
4676,AUSTRALIA,1935,1935.06.00.b,Jun-35,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.05.R-SolomonIslands.pdf
4677,PAPUA NEW GUINEA,1935,1935.06.00.a,Jun-35,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.00.a-Filemani.pdf
4678,SOUTH AFRICA,1935,1935.05.19,19-May-35,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.05.19-spectator.pdf
4679,AUSTRALIA,1935,1935.05.12,12-May-35,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.05.12-Andrew.pdf
4680,AUSTRALIA,1935,1935.04.25,25-Apr-35,M,40,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.04.25-SharkArmCase.pdf
4681,,1935,1935.04.12.R,Reported 12-Apr-1935,F,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.04.12.R-PearlPurdyScott.pdf
4682,USA,1935,1935.04.08.R,Reported 08-Apr-1935,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.04.08.R-Davis.pdf
4683,AUSTRALIA,1935,1935.03.30,30-Mar-35,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.30-Samuel.pdf
4684,SOUTH AFRICA,1935,1935.03.25.R,Reported 25-Mar-1935,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.25.R-Durban.pdf
4685,AUSTRALIA,1935,1935.03.20,20-Mar-35,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.20-Kosam.pdf
4686,AUSTRALIA,1935,1935.03.13,13-Mar-35,M,38,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.13-Beitz.pdf
4687,AUSTRALIA,1935,1935.03.11,11-Mar-35,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.11-McMichael.pdf
4688,AUSTRALIA,1935,1935.03.09,09-Mar-35,M,27,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.09-MacDonald.pdf
4689,AUSTRALIA,1935,1935.03.02,02-Mar-35,M,22,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.02-McFarlane.pdf
4690,AUSTRALIA,1935,1935.02.14,14-Feb-35,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.02.14-Lorenz.pdf
4691,AUSTRALIA,1935,1935.01.24.b,24-Jan-35,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.24.b-Johnson.pdf
4692,AUSTRALIA,1935,1935.01.24.a,24-Jan-35,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.24.a-Flat-bottomed-boat.pdf
4693,ISRAEL,1935,1935.01.21.R,Reported 21-Jan-1935,,,F,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.21.R-SidnyAli.pdf
4694,AUSTRALIA,1935,1935.01.17,17-Jan-35,M,5,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.17-Seaforth.pdf
4695,AUSTRALIA,1934,1934.12.31.b,31-Dec-34,F,13,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.31.b-Morrin.pdf
4696,AUSTRALIA,1934,1934.12.31.a,31-Dec-34,M,19,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.31.a-Soden.pdf
4697,AUSTRALIA,1934,1934.12.23.b,23-Dec-34,M,14,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.23.a-b-Inman.pdf
4698,AUSTRALIA,1934,1934.12.23.a,23-Oct-34,M,12,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.23.a-b-Inman.pdf
4699,AUSTRALIA,1934,1934.10.09,09-Oct-34,F,38,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.10.09-Coburg.pdf
4700,BERMUDA,1934,1934.10.08,08-Oct-34,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.10.08-McCallan.pdf
4701,AUSTRALIA,1934,1934.10.02,22-Oct-34,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.10.02-Younger.pdf
4702,BERMUDA,1934,1934.09.08,08-Sep-34,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.09.08-Gibbons.pdf
4703,ITALY,1934,1934.08.27,27-Aug-34,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.27-Catania.pdf
4704,ITALY / CROATIA,1934,1934.08.26.R,Reported 26-Aug-1934,F,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.26.R-Prinz.pdf
4705,AUSTRALIA,1934,1934.08.26,26-Aug-34,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.26-Steeke.pdf
4706,CROATIA,1934,1934.08.21,21-Aug-34,F,18,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.21-Novak.pdf
4707,USA,1934,1934.08.05,05-Aug-34,M,11,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.05-Aimar.pdf
4708,AUSTRALIA,1934,1934.07.11,11-Jul-34,N,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.07.11-Newton-boat-Australia.pdf
4709,AUSTRALIA,1934,1934.06.21,  21-Jun-1934,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.06.21-Durnbridge.pdf
4710,USA,1934,1934.06.20,20-Jun-34,M,8,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.06.20-Best.pdf
4711,AUSTRALIA,1934,1934.04.15,15-Apr-34,M,34,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.04.15-Ilett.pdf
4712,SOUTH AFRICA,1934,1934.04.01.c,01-Apr-34,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.04.01.c-young-black-male.pdf
4713,SOUTH AFRICA,1934,1934.04.01.b,01-Apr-34,M,12,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.04.01.b-McArthur.pdf
4714,AUSTRALIA,1934,1934.04.01.a,01-Apr-34,M,15,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.04.01.a-Hermes.pdf
4715,AUSTRALIA,1934,1934.03.12,12-Mar-34,M,17,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.03.12-Riley.pdf
4716,AUSTRALIA,1934,1934.03.00,Mar-34,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.03.00-Cronulla-boat.pdf
4717,AUSTRALIA,1934,1934.02.24,24-Feb-34,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.02.24-Rixon.pdf
4718,CHILE,1934,1934.02.22,22-Feb-34,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.02.22-Soldier-Chile.pdf
4720,AUSTRALIA,1934,1934.01.27,27-Jan-34,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.01.27-McCutcheon.pdf
4721,AUSTRALIA,1934,1934.01.07,07-Jan-34,M,22,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1934.01.07-Grant.pdf
4722,AUSTRALIA,1933,1933.11.20,20-Nov-33,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.11.20-Bill.pdf
4723,AUSTRALIA,1933,1933.11.18,18-Nov-33,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.11.18-AlfredAniba.pdf
4724,AUSTRALIA,1933,1933.10.25.R,Reported 25-Oct-1933,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.10.25.R-BloomfieldRiver.pdf
4725,ISRAEL,1933,1933.09.27.R,Reported 27-Sep-1933,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.09.27.R-NabiRubin.pdf
4726,USA,1933,1933.08.28.b,28-Aug-33,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.08.28.b-Myrick.pdf
4727,USA,1933,1933.08.28.a,28-Aug-33,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.08.28.a-Layton.pdf
4728,USA,1933,1933.08.26.R,Reported 26-Aug-1933,F,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.08.26.R-HelenClarke.pdf
4729,USA,1933,1933.07.07.R,Reported 07-Jul-1933,M,50,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.07.07-Shalininski.pdf
4730,AUSTRALIA,1933,1933.07.03,03-Jul-33,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.07.03-Pearl-diver-Broome.pdf
4731,USA,1933,1933.06.21,21-Jun-33,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.06.21-Hastie.pdf
4732,USA,1933,1933.06.16,16-Jun-33,F,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.06.16-Megginson.pdf
4733,AUSTRALIA,1933,1933.06.13,13-Jun-33,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.06.13-Chinese-fisherman.pdf
4734,BARBADOS,1933,1933.05.24,24-May-33,,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.05.24-yacht-Barbados.pdf
4735,AUSTRALIA,1933,1933.05.23,23-May-33,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.05.23-Port.pdf
4736,AUSTRALIA,1933,1933.06.08.R,Reported 08-Jun-1933,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.06.08-Mitchell.pdf
4737,CUBA,1933,1933.05.03,03-May-33,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.05.03-sailor_cuba.pdf
4738,USA,1933,1933.04.10,10-Apr-33,M,24,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.04.10-Martin.pdf
4739,AUSTRALIA,1933,1933.02.26,26-Feb-33,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.02.26-McCann.pdf
4740,AUSTRALIA,1933,1933.02.15.R,Reported 15-Feb-1933,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.02.15.R-Tumia.pdf
4741,AUSTRALIA,1933,1933.02.14,14-Feb-33,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.02.14-Shark-leaps-in-boat.pdf
4742,AUSTRALIA,1933,1933.02.12,12-Feb-33,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.02.12-Jukes.pdf
4743,AUSTRALIA,1933,1933.01.04,04-Jan-33,M,38,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1933.01.04-Locksley.pdf
4744,AUSTRALIA,1932,1932.12.11.R,Reported 11-Dec-1932,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.12.11-ArnhemLand.pdf
4745,NEW ZEALAND,1932,1932.12.09.R,Reported 09-Dec-1932,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.12.09-Brasting.pdf
4747,AUSTRALIA,1932,1932.10.31,31-Oct-32,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.10.31-Ogilvie.pdf
4748,CAPE VERDE,1932,1932.10.11,11-Oct-32,M,27,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.10.11-Ruck.pdf
4749,FIJI,1932,1932.09.26.R,Reported 26-Sep-1932,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.09.26.R-Fiji.pdf
4750,AUSTRALIA,1932,1932.08.30.b,30-Aug-32,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.08.30.b-male-Bondi.pdf
4751,AUSTRALIA,1932,1932.08.30.a,30-Aug-32,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.08.30.a-Bennett.pdf
4752,USA,1932,1932.08.10,10-Aug-32,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.08.10-Olsen.pdf
4753,AUSTRALIA,1932,1932.08.09,09-Aug-32,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.08.09-JackGiblett.pdf
4754,BAHAMAS,1932,1932.08.06,06-Aug-32,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.08.06-Vanderbilt.pdf
4755,USA,1932,1932.07.14.R,Reported 14-Jul-1932,M,17,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.07.14.R-Galveston.pdf
4756,CANADA,1932,1932.07.02,02-Jul-32,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.07.02-Bay-of-Fundy.pdf
4757,USA,1932,1932.06.28,28-Jun-32,M,32,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.06.28-Fonzzo.pdf
4758,USA,1932,1932.06.26,26-Jun-32,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.06.26-Giacomo.pdf
4759,FIJI,1932,1932.06.20,20-Jun-32,F,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.06.20-Asena.pdf
4760,AUSTRALIA,1932,1932.05.12,12-May-32,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.05.12-HenrySolomon.pdf
4761,AUSTRALIA,1932,1932.05.00,May-32,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.05.00-Nishi.pdf
4762,PHILIPPINES,1932,1932.04.16.b,16-Apr-32,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.04.16.b-civilian-male.pdf
4763,PHILIPPINES,1932,1932.04.16.a,16-Apr-32,F,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.04.16.a-Philippine-female.pdf
4764,USA,1932,1932.02.16,16-Feb-32,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.02.16-WilliamFrance.pdf
4765,AUSTRALIA,1932,1932.02.13,13-Feb-32,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.02.13-Beck.pdf
4766,PHILIPPINES,1932,1932.02.08,08-Feb-32,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.02.08-PhilippineSoldier.pdf
4767,AUSTRALIA,1932,1932.01.27,27-Jan-32,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.01.27-Adams.pdf
4768,AUSTRALIA,1932,1932.01.11,11-Jan-32,,,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.01.11-boatFrankston.pdf
4769,MEXICO,1932,1932.01.06,06-Jan-32,M,36 & 23,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.01.06-BajaFishermen.pdf
4770,SOUTH AFRICA,1932,1932.00.00,1932,M,23,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.00.00-Samuels.pdf
4771,AUSTRALIA,1931,1931.11.26,26-Nov-31,M,45,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.11.26-Mainlander.pdf
4772,JAMAICA,1931,1931.09.27,27-Sep-31,M,Teen,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.09.27-Gibbs.pdf
4773,USA,1931,1931.09.21.b,21-Sep-31,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.09.21.a-b-Holaday-Barrows.pdf
4774,USA,1931,1931.09.21.a,21-Sep-31,F,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.09.21.a-b-Holaday-Barrows.pdf
4775,USA,1931,1931.09.02,02-Sep-31,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.09.02-Gaspar.pdf
4776,CUBA,1931,1931.08.31,31-Aug-31,M,18,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.08.31-Romero.pdf
4777,USA,1931,1931.08.30,30-Aug-31,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.08.30-Nakatus.pdf
4778,USA,1931,1931.08.27,27-Aug-31,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.08.27-NaveskinShrewsbury.pdf
4779,CUBA,1931,1931.08.25,25-Aug-31,M,23,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.08.25-Medina.pdf
4780,CUBA,1931,1931.08.23,23-Aug-31,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.08.23-Rodriguez.pdf
4781,USA,1931,1931.08.18,18-Aug-31,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.08.18-Zifflewwiggett.pdf
4782,USA,1931,1931.08.06.R,Reported 06-Aug-1931,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.08.06.R-soldier.pdf
4783,AUSTRALIA,1931,1931.08.01,01-Aug-31,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.08.01-Roberts.pdf
4784,FIJI,1931,1931.07.28.R,Reported 28-Jul-1931,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.07.28.R-Narnak.pdf
4785,USA,1931,1931.07.15,15-Jul-31,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.07.15-SeaGirt.pdf
4786,USA,1931,1931.06.14,14-Jun-31,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.06.14-male.pdf
4787,USA,1931,1931.06.13,13-Jun-31,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.06.13-Williamson.pdf
4788,USA,1931,1931.06.04.R,Reported 04-Jun-1931,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.06.04.R-Johnson.pdf
4789,AUSTRALIA,1931,1931.05.02,02-May-31,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.05.02-pilot-boat.pdf
4790,,1931,1931.04.27.R,Reported 27-Apr-1931,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.04.27.R-Quillezic.pdf
4791,AUSTRALIA,1931,1931.03.22,22-Mar-31,M,19,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.03.22-Tomida.pdf
4792,TURKEY,1931,1931.03.15,16-Mar-31,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.03.15-Turkey.pdf
4793,AUSTRALIA,1931,1931.03.06,06-Mar-31,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.03.06-Ewen.pdf
4794,AUSTRALIA,1931,1931.02.10,10-Feb-31,M,39,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.02.10-Rosenthal.pdf
4795,AUSTRALIA,1931,1931.01.24,24-Jan-31,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.01.24-ThursdayIsland.pdf
4796,AUSTRALIA,1931,1931.01.14,14-Jan-31,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.01.14-Albertus.pdf
4797,AUSTRALIA,1931,1931.01.07,07-Jan-31,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.01.07-Roser.pdf
4798,TONGA,1931,1931.00.00.b,1931,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.00.00.b-Tin-can-mail.pdf
4799,PAPUA NEW GUINEA,1931,1931.00.00.a,1931,,,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1931.00.00.a-NewGuinea.pdf
4800,AUSTRALIA,1930,1930.12.25,25-Dec-30,M,49,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1930.12.25-Knight.pdf
4801,AUSTRALIA,1930,1930.12.13,13-Dec-30,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1930.12.13-Kenny.pdf
4802,AUSTRALIA,1930,1930.12.02,02-Dec-30,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1930.12.02-dinghy.pdf
4803,AUSTRALIA,1930,1930.12.00,Dec-30,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1930.12.00-ParamattaRiver.pdf
4804,AUSTRALIA,1930,1930.11.30,30-Nov-30,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1930.11.30-Smith.pdf
