original order,Year,Type,Country,Area,Activity,Sex,Age,Fatal (Y/N),Species ,Investigator or Source
5139.0,2009.0,Boat,NEW ZEALAND,North Island,Fishing,unknown,,N,Other,"NZ Herald, 1/26/2009"
5140.0,2009.0,Unprovoked,CUBA,Guantanamo Province,Spearfishing,M,15.0,N,shark,"J. Emory; Caribbean Net,  4/142009"
5141.0,2009.0,Invalid,BRAZIL,,Other,M,17.0,,Other,"Jornal Pequeno, 1/26/2009"
5142.0,2009.0,Provoked,AZORES,,Fishing,M,49.0,N,Other,"C. Johansson, GSAF"
5143.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,,N,Other,"A. Vlastaras, Daily Examiner, 3/9/2009"
5144.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,41.0,N,shark,"D. Keg; Herald Sun, 2/8/2009"
5145.0,2009.0,Sea Disaster,USA,Puerto Rico,Other,M,,Y,Other,"C. Ekstander, GSAF"
5146.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Diving,M,31.0,N,shark,"ABC News, 2/11/2009"
5147.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,33.0,N,shark,The Sydney Morning Herald 2/24/2009
5148.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,,N,Other,"Daily Telegraph, 2/24/2009"
5149.0,2009.0,Unprovoked,AUSTRALIA,Queensland,Fishing,M,,N,Other,"The Australian, 2/22/2009"
5150.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,15.0,N,shark,"Sunday Telegraph, 3/1/2009"
5151.0,2009.0,Boatomg,NEW ZEALAND,North Island,Fishing,M,,N,Other,"Taranaki Daily News, 3/3/2009"
5152.0,2009.0,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,40.0,N,shark,"Cape Times, 3/3/2009"
5153.0,2009.0,Unprovoked,NEW CALEDONIA,South Province,Surfing,M,19.0,Y,Other,"Les Nouvelles Caledoniennes, 3/7-10/2009"
5154.0,2009.0,Provoked,AUSTRALIA,Western Australia,Wading,M,21.0,N,shark,"The West, 3/16/2009"
5155.0,2009.0,Unprovoked,USA,Hawaii,Swimming,M,61.0,N,shark,"B. Perry, Maui News, 3/18/2009"
5156.0,2009.0,Unprovoked,MALAYSIA,Strait of Malacca,Other,F,,N,reef shark,"C. Johansson, GSAF"
5157.0,2009.0,Unprovoked,USA,Florida,Surfing,F,17.0,N,shark,"S. Petersohn, GSAF"
5158.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,,N,Other,"Canberra Times, 3/20/2009"
5159.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,,N,Other,"ABC News, 3/19/2009"
5160.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,17.0,N,whaler shark,"Madurah Mail, 3/26/2009"
5161.0,2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,16.0,Y,Other,"Daily Dispatch, 3/22/2009"
5162.0,2009.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,59.0,N,shark,"The Herald (Port Elizabeth), 3/27/2007"
5163.0,2009.0,Unprovoked,USA,Florida,Wading,M,15.0,N,Other,"Cape Coral News, 4/3/2009"
5164.0,2009.0,Unprovoked,USA,California,Spearfishing,M,,N,shark,R. Collier
5165.0,2009.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,24.0,,Other,"Daily Dispatch, 4/10/2009"
5166.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,40.0,N,shark,"Port Stephens Examiner, 4/15/2009"
5167.0,2009.0,Invalid,USA,Hawaii,Spearfishing,M,49.0,,Other,"CBS, 4/14/2009"
5168.0,2009.0,Unprovoked,USA,Florida,Surfing,M,31.0,N,shark,"TC Palm, 4/17/09"
5169.0,2009.0,Unprovoked,USA,Florida,Surfing,M,52.0,N,Other,"UPI, 4/20/2009"
5170.0,2009.0,Unprovoked,PHILIPPINES,Batangas province,Swimming,M,23.0,N,Other,"Abs-cbnNEWS.com, 4/22/2009"
5171.0,2009.0,Unprovoked,USA,Florida,Surfing,M,20.0,N,Other,"S. Petersohn, GSAF"
5172.0,2009.0,Unprovoked,USA,California,Surfing,M,,N,Other,"R. Collier, GSAF"
5173.0,2009.0,Unprovoked,USA,Florida,Other,F,,N,Other,
5174.0,2009.0,Provoked,BAHAMAS,Exuma Islands,Spearfishing,M,48.0,N,shark,"Sun Sentinel, 5/8/2009"
5175.0,2009.0,Provoked,GUAM,North Region,Spearfishing,M,27.0,N,shark,"N. Delgado, Pacific News Center; KUAM.com"
5176.0,2009.0,Unprovoked,USA,Florida,Surfing,M,55.0,N,spinner shark,"S. Petersohn, GSAF"
5177.0,2009.0,Unprovoked,USA,Florida,Surfing,M,49.0,N,spinner shark,"S. Petersohn, GSAF"
5178.0,2009.0,Unprovoked,USA,Florida,Surfing,M,31.0,N,spinner shark,"S. Petersohn, GSAF"
5179.0,2009.0,Provoked,USA,Florida,Swimming,M,,N,shark,"Tampa Bay online, 5/26/2009"
5180.0,2009.0,Provoked,TAIWAN,Off Green Island,Fishing,M,46.0,N,shark,"Taiwan News, 5/21/09"
5181.0,2009.0,Unprovoked,EGYPT,St. Johns Reef,Snorkeling,F,50.0,Y,whitetip shark,"A. Hamada; E.Ritter, GSAF"
5182.0,2009.0,Unprovoked,EGYPT,St. Johns Reef,Scuba diving,M,,N,whitetip shark,"E. Ritter, GSAF"
5183.0,2009.0,Unprovoked,EGYPT,St. Johns Reef,Scuba diving,M,,N,whitetip shark,"E. Ritter, GSAF"
5184.0,2009.0,Provoked,VIETNAM,,Fishing,M,,N,shark,"Tin Tuc online, 6/14/2009"
5185.0,2009.0,Invalid,USA,Florida,Other,M,14.0,,Other,"Florida Today, 1/17/2009"
5186.0,2009.0,Invalid,USA,California,Surfing,M,26.0,,Other,"San Luis Obispo Tribune, 6/24/2009"
5187.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,52.0,N,whale shark,"Brisbane Times, 6/28/2009"
5188.0,2009.0,Provoked,USA,Florida,Swimming,F,43.0,N,shark,"Miami Herald, 7//4/2009"
5189.0,2009.0,Unprovoked,USA,Florida,Boogie Boarding,F,12.0,N,Other,S. Petersohn
5190.0,2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,37.0,N,Other,"Weekend Post, 7/8/2009"
5191.0,2009.0,Unprovoked,USA,California,Other,M,,N,shark,R. Collier
5192.0,2009.0,Provoked,BAHAMAS,,Spearfishing,M,,N,reef shark,"Fox News, 7/14/2009"
5193.0,2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,M,57.0,N,Other,"C. Eksander, GSAF"
5194.0,2009.0,Unprovoked,USA,Florida,Swimming,F,19.0,N,Other,"J. Eager; R. Reyes, Tampa Tribune, 7/22/2009"
5195.0,2009.0,Unprovoked,USA,North Carolina,Swimming,F,26.0,N,Other,"C. Creswell, GSAF"
5196.0,2009.0,Invalid,SPAIN,Catalunya,Swimming,F,11.0,,Other,"ABC-Spain, 7/25/2009"
5197.0,2009.0,Unprovoked,USA,Texas,Wading,F,14.0,N,Other,KRGV.com
5198.0,2009.0,Unprovoked,KENYA,Mombasa,Other,M,,Y,Other,"Standard Digital, 7/24/2009"
5199.0,2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,F,41.0,N,Other,"CandOnline, 1/15/2020"
5200.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,14.0,N,Other,"Lismore Northern Star, 7/31/2009"
5201.0,2009.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,14.0,N,shark,WPTV.com
5202.0,2009.0,Unprovoked,USA,Louisiana,Fishing,M,56.0,N,shark,Clarion Ledger
5203.0,2009.0,Unprovoked,USA,Hawaii,Surfing,M,,N,shark,"Big Island Weekly, 8/19/2009"
5204.0,2009.0,Unprovoked,USA,Florida,Swimming,M,26.0,N,Other,S. Petersohn
5205.0,2009.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body boarding,M,,N,shark,Zululand Observer
5206.0,2009.0,Unprovoked,USA,California,Swimming,F,22.0,N,shark,"R. Collier, GSAF"
5207.0,2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,25.0,Y,shark,"Cape Argus, 8/30/2009, p.1"
5208.0,2009.0,Unprovoked,USA,California,Surfing,M,,N,shark,"R. Collier, GSAF"
5209.0,2009.0,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,Fishing,M,,N,Other,"Solomon Star, 9/4/2009"
5210.0,2009.0,Invalid,NEVIS,,Swimming,M,,,Other,Dr. C. Jacobs; J. Daniel
5211.0,2009.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,15.0,Y,Other,"C. Eksander, GSAF"
5212.0,2009.0,Invalid,USA,North Carolina,Swimming,M,60.0,Y,Other,"C. Creswell, GSAF  "
5213.0,2009.0,Provoked,BRAZIL,Pernambuco,Other,M,34.0,Y,Other,"C. Ekstander, GSAF"
5214.0,2009.0,Provoked,SOMALIA,,Fishing,M,,N,Other,"SMCM, 9/20/2009"
5215.0,2009.0,Unprovoked,VIETNAM,,Other,M,,N,Other,"H. Trong &                 U. Phuong,.Saigon Daily, 1/13/2010"
5216.0,2009.0,Unprovoked,USA,Florida,Swimming,M,,N,shark,keysnet.com
5217.0,2009.0,Provoked,UNITED KINGDOM,Devon,Fishing,M,39.0,N,Other,"The Herald, 10/2/2009"
5218.0,2009.0,Unprovoked,USA,California,Surfing,M,,N,Other,R. Collier
5219.0,2009.0,Unprovoked,AUSTRALIA,Western Australia,Diving,M,23.0,N,shark,"BBC News, 10/19/2009"
5220.0,2009.0,Provoked,SCOTLAND,Fife,Diving,M,23.0,N,shark,"Telegraph.co.uk, 10/18/2009"
5221.0,2009.0,Unprovoked,PANAMA,Bocas,Wading,F,10.0,N,Other,A. Blaker
5222.0,2009.0,Unprovoked,USA,Hawaii,Surfing,M,54.0,N,shark,"Star Bulletin, 10/19/2009"
5223.0,2009.0,Unprovoked,USA,California,Surfing,M,,N,Other,R. Collier
5224.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Other,F,17.0,N,Other,"Northern Star, 10/30/2009"
5225.0,2009.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Spearfishing,M,,N,shark,R. Allen; J. Little
5226.0,2009.0,Boating,AUSTRALIA,Victoria,Kayaking,M,27.0,N,shark,"The Age, 10/31/2009"
5227.0,2009.0,Unprovoked,USA,California,Surfing,M,21.0,N,Other,R. Collier
5228.0,2009.0,Unprovoked,AUSTRALIA,South Australia,Kayaking,M,25.0,N,shark,"Adelaide Now, 11/19/2009"
5229.0,2009.0,Unprovoked,USA,Florida,Surfing,M,18.0,N,shark,Captain S. Petersohn
5230.0,2009.0,Unprovoked,USA,Florida,Surfing,F,27.0,N,Other,"C. Scofield, WPTV.com"
5231.0,2009.0,Unprovoked,USA,Florida,Surfing,M,22.0,N,Other,"A. Pefley, Channel 12 News"
5232.0,2009.0,Unprovoked,USA,California,Fishing,M,31.0,N,shark,"R. Collier, GSAF"
5233.0,2009.0,Unprovoked,USA,Florida,Wading,M,10.0,N,shark,My Fox Orlando
5234.0,2009.0,Invalid,USA,California,Surfing,M,49.0,,Other,"R. Collier, GSAF"
5235.0,2009.0,Provoked,USA,New Jersey,Diving,M,58.0,N,tiger shark,"R. Large; Philadelphia Daily News, 4/22/2010"
5236.0,2009.0,Boating,AUSTRALIA,New South Wales,Rowing,unknown,,N,shark,"Herald Sun, 12/13/2009"
5237.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,39.0,N,Other,"Northern Star, 12/14/2009"
5238.0,2009.0,Unprovoked,NEW ZEALAND,South Island,Swimming,M,24.0,Y,shark,"R.D. Weeks, GSAF"
5239.0,2009.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,,,shark,"M. Addison, C. Eckstander, GSAF"
5240.0,2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other,M,22.0,Y,Other,"B. Jordan & A. Ferreira, Times Live, 12/21/2009"
5241.0,2009.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,18.0,N,shark,"Brisbane Times, 12/20/2009"
5242.0,2009.0,Boating,AUSTRALIA,Queensland,Kayaking,M,,N,Other,"C. Eksander, GSAF"
5243.0,2009.0,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming,M,27.0,N,shark,"Beeld, 12/29/2009"
5244.0,2009.0,Provoked,AUSTRALIA,New South Wales,Swimming,M,55.0,N,Other,"Express Advocate, 12/26/2009"
5245.0,2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape  Province,Wading,M,20.0,N,Other,"News24.com, 12/31/2009"
5246.0,2010.0,Unprovoked,SOUTH AFRICA,Eastern Province,Surfing,M,,N,Other,"C. Eksander, GSAF"
5247.0,2010.0,Unprovoked,USA,Florida,Spearfishing,M,32.0,N,Other,"WSVN-TV, 1/7/2010"
5248.0,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Bathing,M,,N,Other,"C. Eksander, GSAF"
5249.0,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Other,M,,N,Other,"C. Eksander, GSAF"
5250.0,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Other,F,,N,Other,"C. Eksander, GSAF"
5251.0,2010.0,Unprovoked,AUSTRALIA,Torres Strait,Snorkeling,F,,N,reef shark,"Courier-Mail, 1/10/2009"
5252.0,2010.0,Unprovoked,SOUTH AFRICA,Western Province,Standing,M,37.0,Y,shark,"L. Cohen, Times Live, 1/12/2010"
5253.0,2010.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,,N,Other,"C. Dickens, Geelong Advertiser, 1/25/2010"
5254.0,2010.0,Unprovoked,UNITED ARAB EMIRATES (UAE),Dubai,Surfing,M,54.0,N,Other,"C. Eksander, GSAF"
5255.0,2010.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,,N,Other,"C. Ekstander, GSAF; Bundberg News-Mail, 1/29/2010"
5256.0,2010.0,Unprovoked,BRAZIL,Rio Grande Do Sul,Surfing,M,29.0,N,hammerhead shark,"C. Eksander, GSAF"
5257.0,2010.0,Provoked,NEW ZEALAND,South Island,Boogie Boarding,F,14.0,N,shark,"R.D. Weeks, GSAF;   K. Ritchie, ABC News, 2/1/2010"
5258.0,2010.0,Unprovoked,USA,Florida,Other,M,38.0,Y,Other,"TC Palm, 2/3/2010"
5259.0,2010.0,Invalid,GUAM,Merizo,Spearfishing,M,31.0,,Other,"B. Kelman, Pacific Daily News, 2/9/2010"
5260.0,2010.0,Provoked,USA,Florida,Surf fishing,M,,N,shark,"WPTV.com, 2/7/2010"
5261.0,2010.0,Unprovoked,AUSTRALIA,New South Wales,Body boarding,M,18.0,N,shark,"K. Matthews, Lismore Northern Star, 2/10/2010"
5262.0,2010.0,Provoked,NEW ZEALAND,South Island,Spearfishing,M,,N,shark,"Southland Times, 2/6/2010"
5263.0,2010.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,46.0,N,shark,"John West,       Taronga Zoo"
5264.0,2010.0,Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,60.0,N,shark,"Sydney Morning Herald, 2/14/2010"
5265.0,2010.0,Unprovoked,FIJI,Off Vanua Levu,Scuba diving,M,19.0,Y,Other,"Fiji Times, 2/17/2010"
5266.0,2010.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,,N,shark,"Die Burger, 2/18/2010"
5267.0,2010.0,Unprovoked,NEW ZEALAND,South Island,Swimming,M,,N,blue shark,"Nelson Mail, 2/23/2010"
5268.0,2010.0,Unprovoked,REUNION,Saint-Benoit,Surfing,M,34.0,N,shark,"C. Ekstander, GSAF"
5269.0,2010.0,Unprovoked,EGYPT,Sinai Peninsula,Swimming,M,24.0,N,whitetip shark,"J. Elliott; Blackpool Gazette, 4/16/2010"
5270.0,2010.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,35.0,N,shark,"Dispatch Now, 4/13/2010"
5271.0,2010.0,Unprovoked,USA,Hawaii,Surfing,M,68.0,N,shark,"R. Collier, Honolulu Advertiser, 4/23/2010"
5272.0,2010.0,Provoked,USA,Florida,Other,M,29.0,N,shark,"D. Guevara, WSVN-TV, 4/28/2010"
5273.0,2010.0,Unprovoked,USA,Florida,Wading,F,10.0,N,shark,"S. Petersohn;J. Wheeler, 13 News, 5/4/2010"
5274.0,2010.0,Unprovoked,MADAGASCAR,Antsiranana Province,Scuba diving,M,59.0,N,Other,M.Touzel; Shark Attack Survivors
5275.0,2010.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,,N,Other,"Macleay Argus, 5/2/2010"
5276.0,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,F,60.0,N,30kg shark,"Thanh Nien, 5/21/2010"
5277.0,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Other,F,58.0,N,30kg shark,"Thanh Nien, 5/21/2010"
5278.0,2010.0,Provoked,USA,Florida,Fishing,M,49.0,N,shark,tbo.com
5279.0,2010.0,Unprovoked,USA,Florida,Surfing,M,20.0,N,Other,"Florida Times-Union, 7/28/2010"
5280.0,2010.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,40.0,N,Other,"The West Australian, 6/7/2010"
5281.0,2010.0,Unprovoked,USA,Florida,Boogie Boarding,F,18.0,N,shark,"Gwinnett Daily Post, 6/10/2010"
5282.0,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,M,17.0,N,shark,"Thanh Nien News, 5/15/2010"
5283.0,2010.0,Unprovoked,USA,North Carolina,Swimming,F,13.0,N,Other,"C. Creswell, GSAF"
5284.0,2010.0,Unprovoked,USA,South Carolina,Boogie Boarding,F,,N,Other,"C. Creswell, GSAF"
5285.0,2010.0,Unprovoked,USA,Texas,Surfing,M,20.0,N,shark,KMBC
5286.0,2010.0,Unprovoked,USA,California,Other,M,48.0,N,shark,R. Collier
5287.0,2010.0,Unprovoked,USA,California,Surfing,M,19.0,N,shark,R. Collier
5288.0,2010.0,Provoked,USA,New York,Fishing,M,20.0,N,shark,NBC
5289.0,2010.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Snorkeling,F,21.0,N,Other,The Sowetan. 7/9/2010
5290.0,2010.0,Provoked,USA,Florida,Fishing,M,,N,shark,"News 7, 7/13/2010"
5291.0,2010.0,Unprovoked,USA,Texas,Fishing,M,,N,Other,"NY Post, 7/16/2010"
5292.0,2010.0,Provoked,SPAIN,Grand Canary Island,Swimming,M,,N,shark,"gáldahora, 7/16/2010"
5293.0,2010.0,Unprovoked,USA,Florida,Surfing,M,55.0,N,spinner shark,S. Petersohn
5294.0,2010.0,Unprovoked,USA,North Carolina,Swimming,F,13.0,N,tiger shark,"C. Creswell, GSAF"
5295.0,2010.0,Unprovoked,USA,South Carolina,Swimming,M,10.0,N,blacktip shark,"C. Creswell, GSAF"
5296.0,2010.0,Unprovoked,USA,Florida,Surfing,M,20.0,N,Other,"C. Creswell, GSAF"
5297.0,2010.0,Unprovoked,USA,South Carolina,Standing,M,16.0,N,shark,"C. Creswell, GSAF"
5298.0,2010.0,Unprovoked,USA,Florida,Standing,F,37.0,N,shark,"News4JAX, 8/2/2010"
5299.0,2010.0,Boating,USA,California,Kayaking,M,,N,shark,"R. Collier, GSAF"
5300.0,2010.0,Invalid,USA,Florida,Swimming,F,,,Other,"Daytona Beach News-Journal, 8/7/2010"
5301.0,2010.0,Unprovoked,MALTA,,Windsurfing,M,35.0,N,shark,"A. Buttigieg, GSAF"
5302.0,2010.0,Unprovoked,USA,North Carolina,Surfing,M,25.0,N,Other,"C. Creswell, GSAF"
5303.0,2010.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,47.0,N,Other,"Macleay Argus, 8/10/2010"
5304.0,2010.0,Unprovoked,SOUTH KOREA,Jeju Province,Swimming,F,16.0,N,Other,"J. Williamson, Texarkana Gazette, 9/20/2010"
5305.0,2010.0,Provoked,AUSTRALIA,Queensland,Fishing,F,,N,Other,"Courier-Mail, 8/10/2010"
5306.0,2010.0,Boating,USA,California,Fishing,M,45.0,N,shark,"Mercury News, 8/15/2010"
5307.0,2010.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,31.0,Y,shark,"The Australian, 8/17/2010"
5308.0,2010.0,Unprovoked,USA,Florida,Boogie Boarding,M,10.0,N,Other,"Gainesville Sun, 8/18/2010"
5309.0,2010.0,Invalid,BAHAMAS,Exuma Islands,Swimming,M,43.0,,Other,"P.Nunez, Tribune"
5310.0,2010.0,Unprovoked,SOLOMON ISLANDS,Western Province,Other,M,34.0,N,Other,"The Daily Telegraph, 9/3/2010"
5311.0,2010.0,Unprovoked,USA,Florida,Surfing,M,24.0,N,Other,"S. Petersohn;            M. Johnson, Daytona Beach News-Journal, 9/3/2010"
5312.0,2010.0,Unprovoked,USA,Florida,Surfing,M,24.0,N,Other,"S. Petersohn; Daytona Beach News-Journal, 9/3/2010"
5313.0,2010.0,Unprovoked,USA,Florida,Surfing,M,,N,Other,"CBS News, 9/10/2010"
5314.0,2010.0,Unprovoked,TONGA,Ha'api ,Swimming,M,24.0,N,Other,"New Zealand Herald, 9/6/2010"
5315.0,2010.0,Unprovoked,USA,Florida,Swimming,M,27.0,N,shark,"St. Augustine Record, 9/9/2010"
5316.0,2010.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,15.0,N,shark,"Daily Telegraph, 9/16/2010"
5317.0,2010.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,29.0,Y,shark,"Cape Argus, 9/25/2010"
5318.0,2010.0,Unprovoked,USA,Virginia,Surfing,M,18.0,N,Other,"K.Adams, The Virginian Pilot, 9/24/2010"
5319.0,2010.0,Unprovoked,USA,Oregon,Surfing,M,29.0,N,shark,R. Collier
5320.0,2010.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,,N,Other,"News24.com, 10/1/2010"
5321.0,2010.0,Unprovoked,BAHAMAS,Abaco Islands,Surfing,F,,N,lemon shark,"The Tribune, 10/4/2010"
5322.0,2010.0,Unprovoked,BAHAMAS,Exuma Islands,Snorkeling,M,,N,shark,Sharksurvivors.com
5323.0,2010.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,22.0,N,shark,"The Coffs Coast Advocate, 10/16/2010"
5324.0,2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,F,,N,Other,M. Salem; Y. Sobolev
5325.0,2010.0,Unprovoked,USA,California,Body boarding,M,19.0,Y,shark,R. Collier
5326.0,2010.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,14.0,N,Other,Sharksurvivors.com
5327.0,2010.0,Unprovoked,USA,Maine,Scuba diving,M,30.0,N,shark,"Bangor Daily News, 10/27/2010"
5328.0,2010.0,Provoked,AZORES,,Fishing,M,,N,Other,"Jornal Diario, 10/26/2010"
5329.0,2010.0,Unprovoked,USA,Oregon,Surfing,M,,N,Other,R. Collier
5330.0,2010.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,,N,Other,"Albany & Great Southern Weekender, 10/28/2010"
5331.0,2010.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,F,20.0,N,shark,"Perth Now, 10/30/2010"
5332.0,2010.0,Boat,AUSTRALIA,Western Australia,Fishing,M,,N,shark,R. Hidding
5333.0,2010.0,Unprovoked,INDONESIA,Bali,Surfing,M,,N,Other,Bali Waves
5334.0,2010.0,Unprovoked,DOMINICAN REPUBLIC,,Diving,M,21.0,Y,Other,"Dominican Today, 11/15/2010"
5335.0,2010.0,Provoked,USA,Palmyra Atoll,Snorkeling,M,33.0,N,Other,"Sunday News, 12/12/2010"
5336.0,2010.0,Invalid,AUSTRALIA,Western Australia,Swimming,M,,,Other,"mailonline.com, 12/2/2010"
5337.0,2010.0,Unprovoked,SAMOA,,Fishing,M,47.0,N,Other,"Samoa Observer, 11/27/2010"
5338.0,2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,F,48.0,N,whitetip shark,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al"
5339.0,2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,F,70.0,N,whitetip shark,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al"
5340.0,2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,M,46.0,N,shark,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al"
5341.0,2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,M,54.0,N,shark,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al"
5342.0,2010.0,Unprovoked,INDONESIA,Bali,Surfing,M,,N,Other,"M. Trott, Indo Surf Life, 12/5/2010"
5343.0,2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,F,70.0,Y,whitetip shark,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al"
5344.0,2010.0,Unprovoked,USA,Hawaii,Surfing,M,46.0,N,Other,"Maui News, 12/14/2010"
5345.0,2010.0,Unprovoked,FIJI,Vitu Levu,Surfing,M,,N,Other,"Fiji Times Online, 12/19/2010"
5346.0,2010.0,Unprovoked,USA,Hawaii,Body boarding,M,16.0,N,shark,"J. Howard, Surfing, 12/27/2010"
5347.0,2011.0,Boat,AUSTRALIA,Western Australia,Fishing,unknown,,N,shark,"S. Gordon, Sky News, 1/4/2011"
5348.0,2011.0,Unprovoked,MEXICO,Quintana Roo,Other,M,37.0,N,Other,Sharksurvivors.com
5349.0,2011.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,16.0,Y,Other,"The Mercury, 1/15/211"
5350.0,2011.0,Invalid,AUSTRALIA,New South Wales,Swimming,F,,,Other,"L. Brodnik, Tweed News, 1/22/2011"
5351.0,2011.0,Unprovoked,BAHAMAS,West End,Scuba diving,M,55.0,N,reef shark,J. Abernethy
5352.0,2011.0,Provoked,MEXICO,Colima,Shark fishing,M,25.0,N,Other,"Sun Sentinel, 1/30/2011"
5353.0,2011.0,Unprovoked,MEXICO,Quintana Roo,Swimming,F,38.0,N,shark,"El Diario de Yucatan, 2/1/2011"
5354.0,2011.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surf fishing,M,37.0,N,Other,"Iafrica.com, 2/2/2011"
5355.0,2011.0,Provoked,MEXICO,Colima,Shark fishing,M,,N,Other,"AngelGuardianMX, 2/4/2011"
5356.0,2011.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,M,58.0,N,Other,"T. Peake, GSAF"
5357.0,2011.0,Provoked,AUSTRALIA,Queensland,Fishing,M,,N,shark,"Courier-Mail, 2/14/2011"
5358.0,2011.0,Unprovoked,AUSTRALIA,South Australia,Diving,M,49.0,Y,shark,"T. Peake, GSAF"
5359.0,2011.0,Unprovoked,REUNION,Saint Gilles ,Surfing,M,32.0,N,Other,"Clicanoo.com, 2/21/2011"
5360.0,2011.0,Unprovoked,NEW CALEDONIA, Loyalty Islands,Spearfishing,M,21.0,N,shark,"Les Nouvelles Caledoniennes, 2/25/2011"
5361.0,2011.0,Provoked,AUSTRALIA,Queensland,Fishing,M,36.0,N,shark,"C. Eksander, GSAF"
5362.0,2011.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,,N,Other,"Northern Star, 3/11/2011"
5363.0,2011.0,Invalid,EGYPT,South Sinai Peninsula,Other,F,,,Other,"Swindon Advertiser, 3/10/2011 "
5364.0,2011.0,Unprovoked,AUSTRALIA,New South Wales,Other,F,24.0,N,shark,"The Sydney Morning Herald, 3/17/2011"
