Case Number,Type,Country,Area,Location,Activity,Sex ,Age,Fatal (Y/N),Species ,Investigator or Source,Date,Year
1929.03.12,Unprovoked,AUSTRALIA,Torres Strait,Near Dauan Island,bathing,M,Unknown,Y,unknown,"G.P. Whitley; J. Green, p.32; V.M. Coppleson (1958), p.242",1929-03-12,1929.0
1929.03.04.b,Unprovoked,AUSTRALIA,South Australia,Ardrossan,unknown,M,9,N,unknown,"Barrier Miner, 3/5/1929",1929-03-04,1929.0
1929.03.04.a,Unprovoked,AUSTRALIA,South Australia,Ardrossan,unknown,M,12,N,unknown,"Barrier Miner, 3/5/1929",1929-03-04,1929.0
1929.02.18,Unprovoked,AUSTRALIA,New South Wales,Maroubra Bay,surfing,M,20,Y,unknown,"V.M. Coppleson.N12. (1933); V.M. Coppleson (1958), pp.64 & 231; A. Sharpe, pp.63-64",1929-02-18,1929.0
1929.02.09,Boating,AUSTRALIA,Western Australia,Glenelg,unknown,Unknown,Unknown,N,unknown,"The Mail, 2/9/1929; G.P. Whitley;  SAF Case #505",1929-02-09,1929.0
1929.02.08,Unprovoked,AUSTRALIA,New South Wales,Bondi,swimming,M,39,Y,unknown,"V. M. Coppleson.N11. (1933); J. Green, p.32; A. Sharpe, p.62",1929-02-08,1929.0
1929.01.27,Unprovoked,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville",swimming,M,Unknown,Y,unknown,"V.M. Coppleson.Q.6. (1933); V.M. Coppleson (1958), pp. 90 & 237; G.A. Llano, pp.169-170",1929-01-27,1929.0
1929.01.14,Unprovoked,NEW ZEALAND,North Island,"Miranda Head, Hauriki Gulf",bathing,F,Unknown,N,unknown,"Argus, 1/15/1929",1929-01-14,1929.0
1929.01.12,Unprovoked,AUSTRALIA,New South Wales,Bondi,surfing,M,14,Y,unknown,"V.M. Coppleson.N9. (1933); V.M. Coppleson (1958), pp.64 & 231 ; A. Sharpe, p.59-62",1929-01-12,1929.0
1929.01.06.R,Boating,TURKEY,Unknown,San Stefano,fishing,M,Unknown,Y,unknown,"C. Moore, GSAF",1929-01-06,1929.0
1929.01.05,Unprovoked,FIJI,Viti Levu Island,Suva Harbor,diving,M,Unknown,Y,unknown,"V.M. Coppleson (1962), p.253, possibly GSAF 1925.00.00",1929-01-05,1929.0
1929.00.00.e.R,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,swimming,M,Unknown,Unknown,unknown,"J. Lowell, Cradle of the Deep",1929-01-01,1929.0
1929.00.00.d,Provoked,AUSTRALIA,South Australia,Ardrossan,wading,M,Unknown,N,unknown,"Barrier Miner, 3/5/1929",1929-01-01,1929.0
1929.00.00.c,Provoked,USA,Florida,Indian River area,fishing,M,Unknown,N,unknown,"News Tribune, 6/28/1964",1929-01-01,1929.0
1929.00.00.b,Unprovoked,AUSTRALIA,New South Wales,"Garden Island, Sydney",unknown,M,Unknown,N,unknown,"G.P. Whitley, p.261",1929-01-01,1929.0
1929.00.00.a,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",diving,M,27,N,unknown,"R. McAllister; D. Baldridge, p.180 ",1929-01-01,1929.0
1928.12.21,Unprovoked,AUSTRALIA,Unknown,Unknown,diving,M,Unknown,N,unknown,"V.M. Coppleson (1958), p.242",1928-12-21,1928.0
1928.11.18,Provoked,USA,New Jersey,"Seabright, Monmouth County",fishing,M,Unknown,N,unknown,NY Herald Tribune,1928-11-18,1928.0
1928.11.15.R,Boating,INDIA,Unknown,Unknown,unknown,M,24,N,unknown,"Sun Herald, 11/15/1938",1928-11-15,1928.0
1928.11.12,Sea Disaster,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA",unknown,M,Unknown,Y,unknown,"Havre Daily News Promoter, 11/20/1928; TIME Magazine, 11/28/1928",1928-11-12,1928.0
1928.11.04,Unprovoked,PANAMA,Gulf of Panama,Taboga Island Bay,swimming,M,17,Y,unknown,"J.W. Phalen is original source.  NOTE: V.M. Coppleson (1958), p.263, records the date as 11/4/1929, as does L. Schultz & M. Malin, p.535",1928-11-04,1928.0
1928.09.00,Unprovoked,USA,Texas,Corpus Christi,fishing,M,Unknown,N,unknown,"Galveston Daily News, 12/7/1929",1928-09-01,1928.0
1928.08.24.R,Invalid,USA,New Jersey,Off shore,unknown,M,Unknown,Unknown,unknown,"Decatur Evening Herald, 8/24/1928 ",1928-08-24,1928.0
1928.07.11,Unprovoked,AUSTRALIA,Unknown,Unknown,diving,M,Unknown,N,unknown,"V.M. Coppleson (1958), p.242",1928-07-11,1928.0
1928.07.00,Provoked,ITALY,Tuscany,Viareggio,unknown,M,Unknown,N,white shark,A. De Maddalena; Gianturco (1978),1928-07-01,1928.0
1928.06.24.R,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",swimming,M,Unknown,N,unknown,"Ludington Daily News, 6/24/1928",1928-06-24,1928.0
1928.05.17,Invalid,INDIA,Unknown,Unknown,unknown,M,Unknown,Unknown,unknown,"H.D. Baldridge (1994) SAF Case #1595, questioned authenticity of this incident",1928-05-17,1928.0
1928.04.14.R,Unprovoked,AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",fishing,M,Unknown,N,tiger shark,"The Western Champion, 4/14/1928",1928-04-14,1928.0
1928.04.14,Unprovoked,AUSTRALIA,New South Wales,Bondi,treading,M,19,N,unknown,"V. M. Coppleson.N8. (1933); V.M. Coppleson (1958), pp.64 &231; A. Sharpe, p.59",1928-04-14,1928.0
1928.04.09,Unprovoked,JAMAICA,Unknown,"Coal wharf, Port Royal",diving,M,Unknown,Y,unknown,"Kingston Gleaner, 4/11/1928",1928-04-09,1928.0
1928.04.06,Unprovoked,AUSTRALIA,Queensland,Graceville,bathing,M,15,N,unknown,"Brisbane Courier, 5/8/1928",1928-04-06,1928.0
1928.04.04,Unprovoked,AUSTRALIA,New South Wales,"Cooks Hill, Newcastle",standing,M,28,Y,unknown,"V.M. Coppleson.N18. (1933); V.M. Coppleson (1958), pp.76 & 231; A. Sharpe, pp.83-84; G.A. Llano, pp.166-167",1928-04-04,1928.0
1928.03.28.R,Unprovoked,AUSTRALIA,Queensland,Unknown,unknown,M,Unknown,N,unknown,"Townsville Daily Bulletin, 3/28/1928",1928-03-28,1928.0
1928.02.20,Unprovoked,AUSTRALIA,Torres Strait,"Near Barrow Point, Queensland",diving,M,Unknown,Y,unknown,"Townsville Daily Bulletin, 2/28/1928",1928-02-20,1928.0
1928.02.00.b,Unprovoked,COSTA RICA,Near Puntarenas,Unknown,swimming,F,Unknown,N,unknown,"Gleaner (Jamaica), 3/7/1928",1928-02-01,1928.0
1928.02.00.a,Unprovoked,COSTA RICA,Near Puntarenas,Unknown,swimming,M,Unknown,N,unknown,"Gleaner (Jamaica), 3/7/1928",1928-02-01,1928.0
1928.01.27,Unprovoked,AUSTRALIA,Torres Strait,Deliverance Island,unknown,M,78,Y,unknown,"Portland Guardian, 12/10/1934",1928-01-27,1928.0
1928.01.21.b,Invalid,USA,Florida,Unknown,swimming,Unknown,Unknown,Unknown,unknown,H.D. Baldridge (1994) SAF Case #838,1928-01-21,1928.0
1928.01.21.a,Invalid,USA,Florida,Off Florida coast,swimming,M,Unknown,Unknown,unknown,"NY Times, 1/22/1928; V.M. Coppleson (1962), p.257",1928-01-21,1928.0
1928.01.02,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",unknown,F,Unknown,N,unknown,"M. Levine, GSAF; Natal Mercury, 1/4/1928",1928-01-02,1928.0
1928.01.00,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River mouth,surfing,M,18,N,unknown,"P.D. Lynch, M. Levine, GSAF",1928-01-01,1928.0
1928.00.00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,standing,M,25,N,unknown,"T. O. Niven, M. Levine, GSAF",1928-01-01,1928.0
1927.12.28,Unprovoked,SOUTH AFRICA,Western Cape Province,Little Brak River,swimming,M,17,Y,white shark,M. Levine & C. Fourie,1927-12-28,1927.0
1927.11.03,Sea Disaster,AUSTRALIA,New South Wales,"Bradleys Head, Sydney ",unknown,Unknown,Unknown,Y,unknown,"Oakland Tribune, 8/16/1930",1927-11-03,1927.0
1927.10.25,Sea Disaster,BRAZIL,Porto Seguro,90 miles off Albrohos Island,unknown,Unknown,Unknown,Y,unknown,"L. Schultz & M. Malin, p.557; SAF Case #833",1927-10-25,1927.0
1927.10.12,Unprovoked,AUSTRALIA,New South Wales,"Kiah Creek, Eden",unknown,M,Unknown,N,unknown,"Advertiser, 10/14/1927; V.M. Coppleson (1933); G.P. Whitley",1927-10-12,1927.0
1927.10.00,Unprovoked,FIJI,Unknown,a river,standing,M,Unknown,N,unknown,"The Methodist, 3/13/1937",1927-10-01,1927.0
1927.07.03,Boating,AUSTRALIA,New South Wales,Bellambi Reef,unknown,Unknown,Unknown,N,unknown,"G.P. Whitley; V.M. Coppleson (1933); Note: V.M. Coppleson (1958), p.185, also describes the same incident, listing a date of July 1937 ",1927-07-03,1927.0
1927.05.29,Sea Disaster,PHILIPPINES,Luzon Island,Bondoc Peninsula,unknown,Unknown,Unknown,Y,unknown,"The Times (London), 6/2/1927 ",1927-05-29,1927.0
1927.05.09.R,Unprovoked,AUSTRALIA,Queensland,Off Cairns,walking,M,Unknown,Y,unknown,"Brisbane Courier, 5/10/1927; V.M. Coppleson (1958), p.242",1927-05-09,1927.0
1927.04.10,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,diving,M,Unknown,N,unknown,"J. Green, p.32; Bartlett, p. 160; V.M. Coppleson (1958), p.242",1927-04-10,1927.0
1927.04.08,Unprovoked,AUSTRALIA,Queensland,Near Thursday Island,diving,M,Unknown,N,unknown,"J. Green, p.32; V.M. Coppleson (1958), p.241",1927-04-08,1927.0
1927.03.01,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,surfing,M,17,N,nurse shark,"V.M. Coppleson.N17. (1933); V.M. Coppleson (1958), p.76 & 231; G.A. Llano, p.165",1927-03-01,1927.0
1927.02.14,Provoked,NICARAGUA,Salinas Bay,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",unknown,M,Unknown,N,unknown,"G.A. Llano, p.178",1927-02-14,1927.0
1927.02.09,Unprovoked,AUSTRALIA,Queensland,Brisbane River,attempting,M,Unknown,N,unknown,"Northern Territory Times & Gazette, 2/11/1927",1927-02-09,1927.0
1927.02.00,Provoked,NEW ZEALAND,South Island,"Menzies Bay, Banks Peninsula, ",fishing,M,70,N,mako shark,"R.D. Weeks, GSAF; V.M. Coppleson (1958), p.263; SAF #328",1927-02-01,1927.0
1927.01.20,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kidds Beach,surfing,M,Unknown,N,unknown,"M. Levine, GSAF",1927-01-20,1927.0
1927.01.08.R,Unprovoked,USA,California,"Catalina Channel, Los Angeles County",swimming,M,Unknown,N,unknown,"The Afro-American, 1/8/1927",1927-01-08,1927.0
1927.01.03,Unprovoked,AUSTRALIA,New South Wales,"Greys Point, Port Hacking",swimming,M,15,Y,unknown,"V.M. Coppleson.N.21.(1933); V.M. Coppleson (1958), p.230; NYTimes, 1/5/1927",1927-01-03,1927.0
1927.00.00.b,Unprovoked,AUSTRALIA,New South Wales,15 miles up the Cataract River,swimming,M,10,Y,unknown,"W.E., pp. 192-193",1927-01-01,1927.0
1927.00.00.a,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,diving,M,Unknown,N,unknown,"V.M. Coppleson (1958), p.241",1927-01-01,1927.0
1926.12.02.R,Unprovoked,AUSTRALIA,Torres Strait,Palm Island,diving,M,Unknown,Y,unknown,"Brisbane Courier, 12/3/1926",1926-12-02,1926.0
1926.11.17,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,diving,M,Unknown,N,unknown,"J. Green, p.32; V.M. Coppleson (1958), p.241",1926-11-17,1926.0
1926.10.29.R,Unprovoked,PAPUA NEW GUINEA,Central Province,Roku Point,unknown,M,Unknown,Y,unknown,"Cairns Post, 10/29/1926",1926-10-29,1926.0
1926.10.23.b,Unprovoked,AUSTRALIA,New South Wales,Clarence River,bathing,M,17,N,nurse shark,"Barrier Miner, 10/25/1926",1926-10-23,1926.0
1926.10.23.a,Sea Disaster,BERMUDA,Unknown,18 miles southwest of Bermuda ,unknown,Unknown,Unknown,N,unknown,"New York Herald Tribune, 10/29/1926",1926-10-23,1926.0
1926.09.06.R,Unprovoked,PAPUA NEW GUINEA,Unknown,Near Port Moresby,unknown,M,Unknown,Y,unknown,"Barrier Miner, 9/6/1926",1926-09-06,1926.0
1926.08.24,Unprovoked,USA,New Jersey,"Seaside, Ocean County",swimming,M,18,Y,unknown,"Washington Post 8/25/1926; L. Schultz & M. Malin, p.531",1926-08-24,1926.0
1926.07.23,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Varazze,swimming,M,20,Y,white shark,"NY Herald Tribune, 7/25/1926; A. De Maddalena; Anon. (1926a), Anon. (1926b); C. Moore, GSAF",1926-07-23,1926.0
1926.07.12,Boating,USA,New Jersey,20 miles off Seabright,fishing,M,Unknown,N,unknown,"Evening Sun, undated clipping",1926-07-12,1926.0
1926.07.08,Unprovoked,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",swimming,M,15,N,unknown,"D. Miller & R. Collier, R. Collier, p. __; V.M. Coppleson (1958), pp. 156 & 252; [SAF Case #215]",1926-07-08,1926.0
1926.07.03,Invalid,SPAIN,Sants-Montjic,"Casa Antunez Beach, Barcelona",bathing,M,Unknown,Unknown,unknown,"C. Moore, GSAF",1926-07-03,1926.0
1926.05.18,Unprovoked,USA,Hawaii,"Hale'iwa, O'ahu",swimming,M,Unknown,Y,white shark,"G.H. Balazs & A.K.H. Kam; J. Borg, p.70; L. Taylor (1993), pp.96-97",1926-05-18,1926.0
1926.04.22,Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator ,Steamship bound from Cape Town to Philadelphia,unknown,M,26,N,unknown,"New York Times, 4/28/1926 ",1926-04-22,1926.0
1926.04.07,Unprovoked,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",swimming,F,Unknown,N,unknown,"New York Tribune, 8/9/1953;  V.M. Coppleson (1958), p.260;  G.H. Balazs & A.K.H. Kam; J. Borg, p.70",1926-04-07,1926.0
1926.03.17,Unprovoked,AUSTRALIA,South Australia,"West Beach, Brighton",swimming,F,Unknown,Y,white shark,"V.M. Coppleson.S1.(1933); V.M. Coppleson (1958), pp.107 & 240; A. Sharpe, pp.119-120",1926-03-17,1926.0
1926.01.26,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Hamburg,swimming,M,Unknown,N,unknown,"M. Levine, GSAF",1926-01-26,1926.0
1926.01.00,Unprovoked,AUSTRALIA,Victoria,Unknown,unknown,M,Unknown,N,unknown,"V.M. Coppleson (1958), p.110",1926-01-01,1926.0
1926.00.00.d,Unprovoked,MONACO,Bay of Monaco,Unknown,unknown,M,Unknown,Y,unknown,Excerpt from news article dated 10/23/1926,1926-01-01,1926.0
1926.00.00.c,Provoked,NEW ZEALAND,Cook Islands,Rarotonga,unknown,M,Unknown,N,unknown,"V.M. Coppleson (1958), pp.176-177",1926-01-01,1926.0
1926.00.00.b,Unprovoked,SINGAPORE,Unknown,Sea View Beach,floating,F,Unknown,Y,unknown,"V.M. Coppleson (1958), pp.148 & 265 (Note: ""A few days earlier, a Chinese fisherman had been bitten a few hundred yards from this spot."")",1926-01-01,1926.0
1926.00.00.a,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,swimming,M,Unknown,Unknown,unknown,"M. Joss;  M. Levine, GSAF",1926-01-01,1926.0
1925.11.22,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,floating,M,55,Y,tiger shark,"V.M. Coppleson.W2, (1933); V.M. Coppleson (1958), pp.111 & 241; West Australia, 1/5/1967;  A. Sharpe, pp.129-130; H. Edwards, pp.131-133",1925-11-22,1925.0
1925.11.00.b,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",unknown,F,Unknown,N,unknown,"V.M. Coppleson (1958), pp.48 & 265",1925-11-01,1925.0
1925.11.00.a,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",unknown,M,Unknown,N,unknown,"V.M. Coppleson (1958), pp.48 & 265",1925-11-01,1925.0
1925.09.04,Provoked,SPAIN,Valencia ,Valencia,fishing,M,Unknown,N,unknown,C. Moore. GSAF,1925-09-04,1925.0
1925.09.03,Unprovoked,ENGLAND,Isle of Wight,Off Shanklin,fishing,M,Unknown,N,unknown,C. Moore. GSAF,1925-09-03,1925.0
1925.08.02,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",swimming,F,Unknown,N,unknown,E. M. Burton,1925-08-02,1925.0
1925.06.15,Invalid,AUSTRALIA,Western Australia,"Princess Royal Harbor, near King Georges Sound",unknown,Unknown,Unknown,Unknown,unknown,"Geraldton Guardian, 6/18/1925 ",1925-06-15,1925.0
1925.05.00,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",unknown,M,Unknown,N,unknown,"V.M. Coppleson (1958), pp.48 & 265",1925-05-01,1925.0
1925.03.27,Unprovoked,AUSTRALIA,New South Wales,Coogee,bathing,M,16,N,small shark,"V.M. Coppleson.N7.(1933); V.M. Coppleson (1958), pp.63 & 230; A. Sharpe, pp.58-59;  G.A. Llano, pp.160-164",1925-03-27,1925.0
1925.03.12,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,swimming,M,16,Y,unknown,"V.M. Coppleson.N16.(1933) V.M. Coppleson (1958), pp.76 & 230",1925-03-12,1925.0
1925.03.10,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,swimming,M,Unknown,Y,unknown,"The Queenslander, 4/4/1925",1925-03-10,1925.0
1925.01.27.R,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",swimming,M,Unknown,N,unknown,"Evening Independent, 1/27/1925",1925-01-27,1925.0
1925.01.08,Unprovoked,CANADA,Vancouver,Second Narrows in Burrard Inlet,diving,M,Unknown,N,unknown,"ABCS; Manitoba Free-Press, 1/13/1925",1925-01-08,1925.0
1925.00.00,Unprovoked,FIJI,Viti Levu Island,"Suva Harbor, Suva",diving,M,Unknown,N,unknown,"V.M. Coppleson (1958), p.258",1925-01-01,1925.0
1924.11.25,Unprovoked,MEXICO,Tamaulipas,Tampico,unknown,F,Unknown,Y,unknown,"Indianapolis Star, 12/15/1924",1924-11-25,1924.0
1924.11.24,Unprovoked,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Pacific Anchorage off the Panama Canal,unknown,M,35,N,unknown,Gorgas Hospital Records,1924-11-24,1924.0
1924.11.21,Unprovoked,USA,Puerto Rico,Santurce,bathing,M,35,Y,unknown,"R. W. Kramer; V.M. Coppleson (1958), pp.48 & 264",1924-11-21,1924.0
1924.10.31.R,Provoked,FRENCH POLYNESIA,Tuamotus,Rangiroa,diving,M,Unknown,N,unknown,F. O'Brien in Atolls of the Sea,1924-10-31,1924.0
1924.10.18,Unprovoked,AUSTRALIA,Victoria,Port Melbourne,bathing,M,Unknown,N,unknown,"Coppleson.V1. (1933); Melbourne Herald, 1/7/1925",1924-10-18,1924.0
1924.07.31,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",standing,M,Unknown,N,mako shark,"E. M. Burton; E.W. Gudger (1935); V.M. Coppleson (1958), pp.152 & 252; J. Randall, p.350 in Sharks & Survival",1924-07-31,1924.0
1924.07.14,Provoked,ENGLAND,Dorset,Weymouth,fishing,M,Unknown,N,unknown,"C. Moore, GSAF; The Times, 7/14/1924",1924-07-14,1924.0
1924.07.04,Boating,USA,California,"Newport Beach, Orange County",fishing,M,14,N,unknown,"The Daily Pilot, 3/6/2010, citing The Times 7/5/1924)",1924-07-04,1924.0
1924.06.18,Provoked,USA,Florida,"Bayboro, Pinellas County",unknown,M,Unknown,N,unknown,"Evening Independent, 6/19/1924",1924-06-18,1924.0
1924.04.25,Unprovoked,AUSTRALIA,New South Wales,Kiama,fishing,M,20,Y,unknown,"V.M. Coppleson (1933); G.P. Whitley, p.266",1924-04-25,1924.0
1924.04.22,Unprovoked,PANAMA,150 miles offshore,Unknown,floating,M,21,N,unknown,"NY Times, 5/4/1924, p.14, col.3",1924-04-22,1924.0
1924.04.20,Invalid,AUSTRALIA,Western Australia,Fremantle,swimming,M,Unknown,Unknown,unknown,"V.M. Coppleson (1933);  G.P. Whitley (1951), p.185, both considered it a ""doubtful attack""",1924-04-20,1924.0
1924.03.28.R,Unprovoked,SOLOMON ISLANDS,Central Province,Savo Island,swimming,M,Unknown,N,unknown,"Cairns Post, 3/28/1924",1924-03-28,1924.0
1924.03.24,Boating,SPAIN,Galica,Sisargas Islands,fishing,Unknown,Unknown,N,unknown,"C. Moore, GSAF",1924-03-24,1924.0
1924.02.13,Unprovoked,AUSTRALIA,New South Wales,Bronte,bathing,F,30,N,unknown,"V.M. Coppleson.N6. (1933); V.M. Coppleson (1958), pp.63 & 230;  A. Sharpe, pp.57-58",1924-02-13,1924.0
1924.02.08,Invalid,AUSTRALIA,Queensland,Currumbin,bathing,M,Unknown,Unknown,unknown,11/02/1924,1924-02-08,1924.0
1924.01.29,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",swimming,M,22,Y,unknown,"M. Levine, GSAF",1924-01-29,1924.0
1924.01.25,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"St. Georges Strand, Port Elizabeth",swimming,M,Unknown,N,unknown,"Eastern Province Herald, 1/28/1924, M. Levine, GSAF",1924-01-25,1924.0
1924.01.19,Unprovoked,AUSTRALIA,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",swimming,M,16,Y,unknown,"V.M. Coppleson.N.2. (1933); V.M. Coppleson (1958), pp.69 & 230",1924-01-19,1924.0
1923.12.12,Unprovoked,AUSTRALIA,New South Wales,"Murwillumbah, Tweed River",swimming,M,Unknown,N,unknown,"Barrier Miner, 12/12/1923",1923-12-12,1923.0
1923.12.02,Unprovoked,AUSTRALIA,New South Wales,"Urunga, Belliger Heads",fishing,M,Unknown,Y,unknown,"Sydney Morning Herald, 12/5/1923 ",1923-12-02,1923.0
1923.11.23,Unprovoked,AUSTRALIA,Western Australia,"Condon, 88 km NE of Port Hedland",unknown,M,Unknown,Y,unknown,"Western Mail, 11/29/1923; V.M. Coppleson (1933); G.P. Whitley (1940), p.260;  G.P. Whitley (1951), p 185; A. Sharpe, p.129",1923-11-23,1923.0
1923.11.02,Invalid,AUSTRALIA,New South Wales,Bellinger Head,fishing,M,Unknown,Unknown,unknown,"V.M. Coppleson, p.452; G.P. Whitley",1923-11-02,1923.0
1923.10.20,Invalid,AUSTRALIA,New South Wales,"Botany Bay, Sydney",unknown,M,Unknown,Unknown,unknown,V.M. Coppleson (1933);,1923-10-20,1923.0
1923.10.17,Boating,AUSTRALIA,New South Wales," Black Head, south of Taree",fishing,Unknown,Unknown,N,unknown,V.M. Coppleson (1933); SAF Case #494,1923-10-17,1923.0
1923.10.16,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,diving,M,Unknown,N,unknown,"V.M. Coppleson (1958), p.241; J. Green, p.32",1923-10-16,1923.0
1923.08.08,Unprovoked,GUYANA,Demerara County,Off the Demerara River ,fishing,M,Unknown,N,unknown,"Gleaner (Jamaica), 9/6/1923",1923-08-08,1923.0
1923.07.02.R,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,diving,M,Unknown,N,unknown,"Brisbane Courer, 7/2/1923",1923-07-02,1923.0
1923.06.16,Boating,AUSTRALIA,New South Wales,Bellambi Reef,rowing,M,Unknown,Y,unknown,"V.M. Coppleson (1933); G. P. Whitley; V.M. Coppleson (1958), p.185",1923-06-16,1923.0
1923.06.06,Boating,MEXICO,Vera Cruz,Outside Vera Cruz Harbor,unknown,Unknown,Unknown,N,unknown,"NY Herald Tribune, undated clipping",1923-06-06,1923.0
1923.05.23.R,Unprovoked,AUSTRALIA,Western Australia,"Southgates, near Geraldton",wading,M,Unknown,N,unknown,"The West Australian, 5/23/1923",1923-05-23,1923.0
1923.05.22,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,diving,M,Unknown,Y,unknown,"Northern Miner, 5/27/1923",1923-05-22,1923.0
1923.03.18,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",diving,M,Unknown,N,unknown,"Northern Miner, 3/19/1923",1923-03-18,1923.0
1923.02.00,Unprovoked,USA,Puerto Rico,San Juan,swimming,M,25,N,unknown,"V.M. Coppleson (1958), pp.48 & 265",1923-02-01,1923.0
1923.01.27.b,Invalid,AUSTRALIA,Western Australia,Bunbury,unknown,M,Unknown,Unknown,unknown,"The Register, 2/3/1923",1923-01-27,1923.0
1923.01.27.a,Unprovoked,AUSTRALIA,Western Australia,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",swimming,M,13,Y,unknown,"V.M. Coppleson.W1.(1933) V.M. Coppleson (1958), pp.111 & 241; A. Sharpe, p.129",1923-01-27,1923.0
1923.01.13,Invalid,CUBA,Caribbean Sea,20 miles from Havana,unknown,M,Unknown,Unknown,unknown,"W.E., pp.152-156; L. Schultz & M. Malin, p.557",1923-01-13,1923.0
1923.00.00.c,Boating,USA,New Jersey,"Sea Bright, Monmouth County",fishing,M,Unknown,N,unknown,"NY Herald Tribune, 8/27/1931; L. Schultz & M. Malin, p.555",1923-01-01,1923.0
1923.00.00.b,Unprovoked,PHILIPPINES, Manila Bay,Fort Drum,unknown,M,Unknown,Y,unknown,"Pinchot in To the South Seas, citing M. Craig who reports 6 incidents in 1923-24 including this one",1923-01-01,1923.0
1923.00.00.a,Provoked,USA,New Jersey,Ocean City (offshore),unknown,M,Unknown,N,unknown,"Ref in New York Herald Tribune, 8/23/1960; V.M. Coppleson (1962), p.155",1923-01-01,1923.0
1922.12.14,Unprovoked,USA,Puerto Rico,San Juan,bathing,F,Unknown,Y,unknown,"L.A. Times, 12/17/1922; V.M. Coppleson (1958), pp.48 & 265",1922-12-14,1922.0
1922.12.05,Unprovoked,AUSTRALIA,Queensland,Pialba Beach near Maryborough,bathing,M,19,Y,unknown,"Coppleson.Q4.(1933); V.M. Coppleson (1958), pp.92 & 237  ",1922-12-05,1922.0
1922.09.29,Unprovoked,BARBADOS,Lucy,Pie Corner,fishing,M,16,Y,unknown,"Kingston Gleaner, 10/17/1922",1922-09-29,1922.0
