Case Number,Month,Year,Type,Country,Area,Location,Activity,Injury,Fatal (Y/N),Time,Species ,Investigator or Source,pdf,URL Reference
1937.11.11,Nov,1937,Unprovoked,AUSTRALIA,Torres Strait,Ota Reef,Diving for trochus,FATAL,Y,,12' shark,"J. Green, p.33; V.M. Coppleson  (1958), p.244",1937.11.11-Kris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.11.11-Kris.pdf
1937.11.06.R,Nov,1937,Sea Disaster,SOLOMON ISLANDS,,,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",FATAL,Y,,,"The Argus, 11/6/1937",1937.11.06.R-Solomon-Islands.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.11.06.R-Solomon-Islands.pdf
1937.10.27.b,Oct,1937,Unprovoked,AUSTRALIA,Queensland,"Kirra Beach, Coolangatta",Swimming,FATAL,Y,17h30,Tiger shark,"J. Green; V.M. Coppleson, pp.51, 81-84 & 234; A. Sharpe, pp.94-9 6; H. Edwards, pp.114-115",1937.10.27.b-Brinkley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.10.27.b-Brinkley.pdf
1937.10.27.a,Oct,1937,Unprovoked,AUSTRALIA,Queensland,"Kirra Beach, Coolangatta",Swimming,FATAL,Y,17h30,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains","V.M. Coppleson, pp.51, 81-84 & 234;  A. Sharpe, pp.94-96; H. Edwards, pp.114-115",1937.10.27.a-Girvanpub.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.10.27.a-Girvanpub.pdf
1937.10.24.c,Oct,1937,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Swimming near jetty,Tooth imprints on torso,N,,2.4 m [8'] shark,"The Age, 10/25/1937; V.M. Coppleson (1958), p.234",1937.10.24.b-McDonald.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.10.24.b-McDonald.pdf
1937.10.24.a,Oct,1937,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Surf skiing,"No injury, repulsed shark",N,,2.6 m [8.5'] shark,"The Age, 10/25/1937; V.M. Coppleson (1958), p.234",1937.10.24.a-Denning.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.10.24.a-Denning.pdf
1937.09.26.R,Undetermined,1937,Provoked,CROATIA,Split-Dalmatia County,Bisk,Fishing,Injured by shark they were trying to catch PROVOKED INCIDENT,N,,,"C. Moore, GSAF",1937.09.16.R-Omis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.09.16.R-Omis.pdf
1937.09.12,Sep,1937,Boating,SCOTLAND,Argyllshire,Arran,Pleasure boating,"No injury to occupants, two 5-foot observation windows shattered",N,,Basking shark,Daily Mail (undated clipping); A Buttigieg,1937.09.12-GlenSannox.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.09.12-GlenSannox.pdf
1937.09.11,Sep,1937,Boating,SCOTLAND,Arran,Fallen Rocks,Fishing,"No injury to occupants, propeller shaft damaged",N,,Basking shark,"Times (London), 9/13/1937; C. Creswell, GSAF",1937.09.11-LadyCharlotte.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.09.11-LadyCharlotte.pdf
1937.09.01,Sep,1937,Unprovoked,SCOTLAND,Argyll,"Carradale Bay, Kintyre Peninsula",Rowing,3 people drowned when the boat was capsized by the shark,N,,Basking shark,"Times (London), 9/2/1937; Fairfax, pp. 66-67",1937.09.01-Scotland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.09.01-Scotland.pdf
1937.08.31,Aug,1937,Unprovoked,AUSTRALIA,Torres Strait,"Mabuiag Island, between New Guinea & Australia","Diving from the lugger San, operated by the Protector of the Aborigines","Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",N,11h00,"Tiger shark, 9' to 10'","The Maitland Daily Mercury, 8/31/1937",1937.08.31-IonaAsai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.08.31-IonaAsai.pdf
1937.08.16,Aug,1937,Invalid,TURKEY,,Istanbul,Swimming,"No injury, no attack",N,,,C. Moore,1937.08.16-Istanbul.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.08.16-Istanbul.pdf
1937.08.02,Aug,1937,Unprovoked,PANAMA,Colon Province,Limon Bay,Swimming,FATAL,Y,,,"The Gleaner, 8/12/1937",1937.08.02-Fernandez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.08.02-Fernandez.pdf
1937.07.16.R,Jul,1937,Unprovoked,AUSTRALIA,Northern Territory,Elcho Island,Pearl diving,FATAL,Y,,,"Mansfield News-Journal, 7/16/1937, p.11",1937.07.16.R-JapaneseDiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.07.16.R-JapaneseDiver.pdf
1937.07.06,Jul,1937,Invalid,ITALY,Liguria,Borgeo Verezzi,,No injury,N,,,C. Moore,1937.07.06-Italy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.07.06-Italy.pdf
1937.06.28.R,Jun,1937,Unprovoked,GREECE,,Salonika?,,FATAL,Y,,,C. Moore,1937.06.28.R-Salonika.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.06.28.R-Salonika.pdf
1937.06.15.b,Jun,1937,Provoked,AUSTRALIA,New South Wales,"Wallamba River, near entrance to Wallis Lake","Fishing from launch, fell into net with shark",Bitten by netted shark PROVOKED INCIDENT,N,,"Whaler shark, 4 m [13']","Sydney Morning Herald, 6/19/1937; V.M. Coppleson (1958) (in text); SAF Cases #549 & 550",1937.06.15.b-Emmerton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.06.15.b-Emmerton.pdf
1937.06.15,Jun,1937,Unprovoked,USA,Texas,Galveston,Swimming,FATAL,Y,Night,,"Amarillo Globe, 6/16/1937",1937.06.15.a-Thompson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.06.15.a-Thompson.pdf
1937.05.30,May,1937,Provoked,USA,Texas,Galveston,Fishing,Leg nipped by hooked shark PROVOKED INCIDENT,N,,4' shark,"Galveston Daily News, 6/1/1937",1937.05.30-Siskalo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.05.30-Siskalo.pdf
1937.05.15,May,1937,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville","Refused permission to cross on the ferry, he was swimming across the river","FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee",Y,Night,2 days later a 600-lb shark was caught 100 yards from the site,"V.M. Coppleson (1958), pp.90 & 238",1937.05.15-Tennant.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.05.15-Tennant.pdf
1937.03.26,Mar,1937,Invalid,AUSTRALIA,New South Wales,South Cronulla,Bathing,His body was recovered 2 days later but shark involvement prior to death was not confirmed,N,,,"Canberra Times, 3/29/1937, p.1",1937.03.26-Shaw.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.03.26-Shaw.pdf
1937.03.09,Mar,1937,Invalid,AUSTRALIA,Victoria,Port Melbourne,Swimming,Shark involvement prior to death was not confirmed,Y,,,"Canberra Times, 3/10/1937;Sydney Morning Herald, 3/10/1937; Whitley, p.264",1937.03.09-King.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.03.09-King.pdf
1937.02.13,Feb,1937,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,"FATAL, buttocks, ankle & right elbow bitten",Y,15h20,White shark,"V.M. Coppleson (1958), pp.77 & 234; A. Sharpe, p.84; J.West, ASAF",1937.02.13-Welsh.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.13-Welsh.pdf
1937.02.11,Feb,1937,Unprovoked,AUSTRALIA,New South Wales,Kempsey,Swimming ashore after launch capsized,Foot bitten,N,,,"Canberra Times, 2/12/1937",1937.02.11-Redman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.11-Redman.pdf
1937.02.04,Feb,1937,Boating,AUSTRALIA,New South Wales,Botany Bay,Fishing,"No injury to occupants, launch holed",N,03h00,,"Canberra Times, 2/5/1937",1937.02.04-BotanyBay-launch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.04-BotanyBay-launch.pdf
1937.02.03,Feb,1937,Provoked,AUSTRALIA,Queensland,Moreton Island,Fishing,Left shoulder bitten by netted shark PROVOKED INCIDENT,N,,"3' ""blue nosed"" shark","G.P. Whitley, p.264",1937.02.03-Woodley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.03-Woodley.pdf
1937.02.02,Undetermined,1937,Invalid,AUSTRALIA,South Australia,Port Germein,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,Shark involvement prior to death was not confirmed,Y,Night,"15' shark seen with the man's body in its mouth, but shark involvement prior to death was not confirmed","West Australian, 2/8/1937; G.P. Whitley",1937.02.02-Penang.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.02-Penang.pdf
1937.01.27,Jan,1937,Provoked,AUSTRALIA,New South Wales,"Lake Conjola, near Milton",Holding shark's tail,Bitten on forearm PROVOKED INCIDENT,N,,"Grey nurse shark, 8'","Northern Standard, 1/29/1937",1937.01.27-Hemsworth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.01.27-Hemsworth.pdf
1937.00.00,Undetermined,1937,Unprovoked,AUSTRALIA,Torres Strait,,,Survived,N,,,"Rpt. Dept. Harb. Mar. (Qld), 1937, p.13; G.P. Whitley, p.264",1937.00.00-O'Leary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.00.00-O'Leary.pdf
1936.12.30,Dec,1936,Unprovoked,USA,Hawaii,"Honokohau, Maui","Diving, attempting to retrieve body of drowning victim wedged between rocks",Thigh lacerated,N,,6 m [20']  shark,"J. Borg, p.71; L. Taylor (1993), pp.98-99",1936.12.30-Kekuhi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.30-Kekuhi.pdf
1936.12.19,Dec,1936,Boating,AUSTRALIA,Queensland,Brisbane River,Sculling,"No injury to occupant. Shark damaged scull, tooth fragments recovered",N,,3 m [10'] shark,"G.P. Whitley, p.264; V.M. Coppleson (1958), p. 187",1936.12.19-Slaughter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.19-Slaughter.pdf
1936.12.15,Dec,1936,Provoked,AUSTRALIA,New South Wales,Newcastle Harbor,Fishing for the shark that killed George Lundberg,Hooked shark bit rudder PROVOKED INCIDENT,N,,,"V.M. Coppleson (1958), pp.182-183",1936.12.15-boat-Ayerst.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.15-boat-Ayerst.pdf
1936.12.12,Dec,1936,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,"FATAL, leg severed at knee",Y,11h30,,"V.M. Coppleson (1958), p.234",1936.12.12-Lundberg.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.12-Lundberg.pdf
1936.12.01,Dec,1936,Boating,AUSTRALIA,Victoria,Mordialloc,Fishing,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",Y,,Thought to involve a 12' white shark,"The Age, 12/4/1936",1936.12.01-Swan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.01-Swan.pdf
1936.11.27,Nov,1936,Provoked,AUSTRALIA,Torres Strait,Near Thursday Island,Spearfishing,Speared shark bit his hand PROVOKED INCIDENT,N,,0.9 m [3']  shark,"Whitley, p.264; V.M. Coppleson (1958), p.244",1936.11.27-McDonnell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.11.27-McDonnell.pdf
1936.09.04,Sep,1936,Unprovoked,USA,Hawaii,"Lahaina, Maui",Swimming,Leg lacerated,N,,,"J. Borg, p.71; L. Taylor (1993), pp.96-97",1936.09.04-Maui.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.09.04-Maui.pdf
1936.08.24,Aug,1936,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,"Trochus diving, but floating on surface",Flexed right leg bitten,N,,Large tiger shark seen in the vicinity the following morning,"G.P. Whitley, p.264; V.M. Coppleson (1958), p.244",1936.08.24-TalaLui.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.24-TalaLui.pdf
1936.08.11,Aug,1936,Provoked,CANADA,Newfoundland,Georges Bank,Fishing for cod,"No injury to occupants, hooked shark leapt onboard boat PROVOKED INCIDENT",N,,"Shovelnose shark, 6 m [20']","NY Times, 8/13/1936, p.25, col.6",1936.08.11-schoonerRaymonde.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.11-schoonerRaymonde.pdf
1936.08.04,Aug,1936,Unprovoked,AUSTRALIA,Torres Strait,Bathurst Island,Pearl diving,Torso bitten,N,,,"Nortnern Standard, 8/4/1936",1936.08.04.R-PearlDiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.04.R-PearlDiver.pdf
1936.08.00,Aug,1936,Boating,USA,North Carolina,"Pamlico Sound off Frisco, Dare County",Fishing,Shark rammed boat; no injury to occupants,N,,,"C. Creswell, GSAF",1936.08.00-PamlicoSound.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.00-PamlicoSound.pdf
1936.07.25,Jul,1936,Unprovoked,USA,Massachusetts,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",Swimming crawl stroke,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg",Y,15h30,White shark (identified by Dr. Hugh Smith),"B. R. Tilden, M.D.; NY Times, 7/26/1936, p.2;  E.W. Gudger (1950); V.M. Coppleson (1958), pp. 150 & 253; H.D. Baldridge, p. 35",1936.07.25-Troy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.25-Troy.pdf
1936.07.12,Jul,1936,Boating,USA,New Jersey,"Long Branch, Monmouth County (offshore)",Fishing for bluefish,"No injury to occupants, shark leapt onboard boat",N,15h00,"Blue shark, 8' [2.4 m], 500-lb","NY Times, 6/13/1936",1936.07.12-SaulWhite.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.12-SaulWhite.pdf
1936.07.07,Jul,1936,Unprovoked,AUSTRALIA,Torres Strait,Off Nepean Island,Diving,Survived? Admitted to Thursday Island Hospital,N,,,"V.M. Coppleson (1958), p.244",1936.07.07-aboriginal-diver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.07-aboriginal-diver.pdf
1936.07.00,Jul,1936,Boating,SOUTH AFRICA,Western Cape Province,Cape Point,"Fishing, catching snoek, Thyrsites atun","Shark leapt onboard & into fishwell, tossing a crew member, Pepino, in the sea",N,,,"T. Wallett, p.25",1936.07.00-LuckyJim.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.00-LuckyJim.pdf
1936.06.26,Jun,1936,Unprovoked,AUSTRALIA,Torres Strait,Nepean Island,"Diving for trochus , but swimming on surface",FATAL,Y,,"Tiger shark, 2.4 m [8']","Sydney Morning Herald, 7/7/1936; V.M. Coppleson (1958), p.244",1936.06.26-Willie.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.06.26-Willie.pdf
1936.06.06,Jun,1936,Unprovoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Swimming,FATAL,Y,,,"Evening Independent, 6/8/1936",1936.06.06-BocaCiegaBay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.06.06-BocaCiegaBay.pdf
1936.04.22,Apr,1936,Unprovoked,AUSTRALIA,Queensland,Arlington Reef near Cairns,Diving for trochus,"Arm & back bitten, heel lacerated",N,10h00,"Tiger shark, 4.6 m [15']","Sydney Morning Herald, 4/23/1936",1936.04.22-Oscoto.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.04.22-Oscoto.pdf
1936.04.08,Undetermined,1936,Unprovoked,AUSTRALIA,Queensland,Arlington Reef near Cairns,Diving,Arm severed,N,,,"The Argus, 4/9/1936",1936.04.08-Ohta.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.04.08-Ohta.pdf
1936.03.30,Mar,1936,Provoked,USA,Florida,"Miami, Miami-Date County",Fishing,No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT,N,,650-lb shark,"NY Times, 4/1/1936, p.27, col.1",1936.03.30-Samsoe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.30-Samsoe.pdf
1936.03.22,Mar,1936,Unprovoked,AUSTRALIA,Torres Strait,"Near Shelburne Bay, Queenland",Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island,Survived,N,,,"Coppleson (1958), p.244; The Argus, 4/9/1936",1936.03.22-Japanese-sailor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.22-Japanese-sailor.pdf
1936.03.19,Mar,1936,Unprovoked,AUSTRALIA,Queensland,"Near Forbes Island, Barrier Reef",Diving for trochus,Right forearm lacerated,N,,,"G.P. Whitley, p.263; V.M. Coppleson (1958), p.244",1936.03.19-Norman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.19-Norman.pdf
1936.03.04.,Mar,1936,Boating,AUSTRALIA,Northern Territory,Between Cape Hotham & Darwin (50 miles from Darwin),Rowing,"No injury to occupants, shark almost wrenched oar from aborigine",N,,,"G.P. Whitley, p.263; V.M. Coppleson (1958), p.186",1936.03.04-CapeHotham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.04-CapeHotham.pdf
1936.02.23,Feb,1936,Provoked,AUSTRALIA,New South Wales,"Angourie, near Yamba",Touching the mouth of a supposedly dead shark,Finger bitten PROVOKED INCIDENT,N,,,"Coppleson (1958), p. 176; G.P. Whitley, p.263",1936.02.23-Cameron.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.23-Cameron.pdf
1936.02.20..R,Feb,1936,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Sculling,"No injury, scull sank",N,,10' shark,"Nevada State Journal, 5/2/1936",1936.02.20.R-Slaughter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.20.R-Slaughter.pdf
1936.02.04,Feb,1936,Unprovoked,AUSTRALIA,New South Wales,"South Steyne, Manly",Swimming,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y,15h00,White shark,"V.M. Coppleson (1958), pp.67 & 234; A. Sharpe, p.68; A. MacCormick, p.169; J. West, ASAF",1936.02.04-Paton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.04-Paton.pdf
1936.01.22,Jan,1936,Unprovoked,AUSTRALIA,South Australia,"West Beach, near Adelaide","Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",FATAL,Y,18h00,White shark,"Sydney Morning Herald, 1/23/1936; V.M. Coppleson (1958), pp.107 & 240;  A. Sharpe, p.120; J. West, ASAF",1936.01.22-Bennett.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.22-Bennett.pdf
1936.01.05,Jan,1936,Invalid,AUSTRALIA,Queensland,"Main Beach, Southport",Surfing,Disappeared & his torn clothing washed ashore,N,,Shark involvement prior to death was not confirmed,"Canberra Times, 1/7/1936; V.M. Coppleson, p.92-93",1936.01.05-Canavan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.05-Canavan.pdf
1936.01.00,Jan,1936,Provoked,AUSTRALIA,New South Wales,North Bondi,Paddleskiing,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT",N,,2.3 m [7'] shark,"V.M. Coppleson (1958), p.41",1936.01.00-Howell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.00-Howell.pdf
1936.00.00,Undetermined,1936,Unprovoked,AUSTRALIA,Victoria,"Port Phillip Bay, Port Melbourne",Swimming,FATAL,Y,,,"J. Green, p.33; V.M. Coppleson (1958), p.241",1936.00.00-PortMelbourne.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.00.00-PortMelbourne.pdf
1935.12.23,Dec,1935,Provoked,AUSTRALIA,Victoria,150 yards from the pier at Lorne,Cruising,"Harpooned shark stove in bow (20"" x 10"" hole), boat sank PROVOKED INCIDENT",N,,4.3 m [14'] shark,"V.M. Coppleson (1958), p.183",1935.12.23-NortonBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.12.23-NortonBoat.pdf
1935.11.13,Nov,1935,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving?,Back & arm gashed but survived,N,,,"NY Times, 11/16/1935; Sun (Sydney) 1/13/1936 (pictures of healed wounds);  V.M. Coppleson (1958), p.244",1935.11.13-Messot.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.11.13-Messot.pdf
1935.09.21,Sep,1935,Unprovoked,USA,North Carolina,"Browns Inlet on New River, Onslow Beach",Swimming,"FATAL, thigh bitten",Y,20h30,,"F. Schwartz, p.23; C. Creswell, GSAF",1935.09.21-Fountain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.09.21-Fountain.pdf
1935.09.04.R,Sep,1935,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,Swimming,FATAL,Y,,,"Cairns Post, 9/24/1935",1935.09.04.R-Hula.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.09.04.R-Hula.pdf
1935.08.26,Aug,1935,Unprovoked,AUSTRALIA,Queensland,"At Flat Top, near Mackay","Fell overboard, hanging onto lifebuoy","FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y,Night,3.7 m [12'] shark,"V.M. Coppleson (1958), p.22; G. P. Whitley",1935.08.26-Quinn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.26-Quinn.pdf
1935.08.24,Aug,1935,Invalid,UNITED KINGDOM,Isle of Wight,Atherfield,Fishing,"The hooked shark didn't cut his finger, he was injured by his line",N,,possibly a porbeagle shark,C. Moore; Isle of Wight Press,1935.08.24-Atherfield.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.24-Atherfield.pdf
1935.08.13,Aug,1935,Unprovoked,AUSTRALIA,Torres Strait,"Near Warrior Reefs, Queensland",Diving for beche-de-mer from lugger,"FATAL, right buttock & thigh bitten",Y,,,"J. Green, p.33; V.M. Coppleson (1958), p.243",1935.08.13 -Barani.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.13-Barani.pdf
1935.07.27.b,Jul,1935,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",Y,,,"N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier",1935.07.27-b-Wilkes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.27-b-Wilkes.pdf
1935.07.27.a,Jul,1935,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,"Although listed as  an uprovoked fatal attack by SAF, he was killed by the explosion. The shark bites were post-mortem",Y,,,"N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier",1935.07.27.a-Wilkes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.27.a-Wilkes.pdf
