date,month,year,type,country,activity,sex,age,fatal (y/n)
11-Apr-29,apr,1929,Provoked,AUSTRALIA,Standing in knee-deep water,M,19,N
09-Apr-29,apr,1929,Unprovoked,AUSTRALIA,,M,,Y
04-Apr-29,apr,1929,Unprovoked,AUSTRALIA,Swimming between boats,M,,Y
16-Mar-29,mar,1929,Unprovoked,USA,Swimming,M,26,N
12-Mar-29,mar,1929,Unprovoked,AUSTRALIA,Bathing,M,,Y
04-Mar-29,mar,1929,Unprovoked,AUSTRALIA,Launching rowboat through the surf,M,9,N
04-Mar-29,mar,1929,Unprovoked,AUSTRALIA,Launching rowboat through the surf,M,12,N
18-Feb-29,feb,1929,Unprovoked,AUSTRALIA,Body surfing,M,20,Y
09-Feb-29,feb,1929,Boating,AUSTRALIA,Canoeing,,,N
08-Feb-29,feb,1929,Unprovoked,AUSTRALIA,Swimming,M,39,Y
27-Jan-29,jan,1929,Unprovoked,AUSTRALIA,Swimming,M,  ,Y
14-Jan-29,jan,1929,Unprovoked,NEW ZEALAND,Bathing,F,,N
12-Jan-29,jan,1929,Unprovoked,AUSTRALIA,Body surfing,M,14,Y
06-Jan-29,jan,1929,Boating,TURKEY,Fishing boat,M,,Y
05-Jan-29,jan,1929,Unprovoked,FIJI,Diving for coins thrown from ship S.S. Moeraki,M,,Y
21-Dec-28,dec,1928,Unprovoked,AUSTRALIA,Pearl diving,M,,N
18-Nov-28,nov,1928,Provoked,USA,Fishing,M,,N
Reported 15-Nov-1928,nov,1928,Boating,INDIA,,M,24,N
12-Nov-28,nov,1928,Sea Disaster,USA,"Sea Disaster, sinking of the  SS Vestris",M,,Y
04-Nov-28,nov,1928,Unprovoked,PANAMA,Swimming,M,17,Y
Reported 24-Aug-1928,aug,1928,Invalid,USA,,M,,
11-Jul-28,jul,1928,Unprovoked,AUSTRALIA,Pearl diving,M,,N
Reported 24-Jun-1928,jun,1928,Unprovoked,USA,Swimming,M,,N
27-May-28,may,1928,Invalid,INDIA,,M,,
Reported 14-Apr-1928,apr,1928,Unprovoked,AUSTRALIA,Fishing,M,,N
14-Apr-28,apr,1928,Unprovoked,AUSTRALIA,Treading water,M,19,N
09-Apr-28,apr,1928,Unprovoked,JAMAICA,Diving,M,,Y
06-Apr-28,apr,1928,Unprovoked,AUSTRALIA,Bathing,M,15,N
04-Apr-28,apr,1928,Unprovoked,AUSTRALIA,Standing in waist-deep water,M,28,Y
Reported 28-Mar-1928,mar,1928,Unprovoked,AUSTRALIA,,M,,N
20-Feb-28,feb,1928,Unprovoked,AUSTRALIA,Pearl diving,M,,Y
27-Jan-28,jan,1928,Unprovoked,AUSTRALIA,Retrieving meat from a cage in the water,M,78,Y
21-Jan-28,jan,1928,Invalid,USA,Swimming,,,Y
Some time between 08-Jan-1928 & 21-Jan-1928,jan,1928,Invalid,USA,Jumped overboard and swimming,M,,Y
02-Jan-28,jan,1928,Unprovoked,SOUTH AFRICA,,F,,N
28-Dec-27,dec,1927,Unprovoked,SOUTH AFRICA,Swimming,M,17,Y
03-Nov-27,nov,1927,Sea Disaster,AUSTRALIA,The steamer Tahiti collided with the ferry Greycliffe,,,Y
25-Oct-27,oct,1927,Sea Disaster,BRAZIL,Italian liner Principessa Mafalda sank,,,Y
12-Oct-27,oct,1927,Unprovoked,AUSTRALIA,Riding horseback across the creek,M,,N
03-Jul-27,jul,1927,Boating,AUSTRALIA,,,,N
29-May-27,may,1927,Sea Disaster,PHILIPPINES,Sea disaster,,,Y
20-Apr-27,apr,1927,Unprovoked,AUSTRALIA,Diving,M,,N
08-Apr-27,apr,1927,Unprovoked,AUSTRALIA,Pearl diving,M,,N
11-Mar-27,mar,1927,Unprovoked,AUSTRALIA,Body surfing / treading water,M,17,N
14-Feb-27,feb,1927,Provoked,NICARAGUA,Feeling the shark�s teeth,M,,N
09-Feb-27,feb,1927,Unprovoked,AUSTRALIA,Attempting to rescue drowning man,M,,N
20-Jan-27,jan,1927,Unprovoked,SOUTH AFRICA,Body surfing,M,,N
Reported 08-Jan-1927,jan,1927,Unprovoked,USA,Swimming,M,,N
03-Jan-27,jan,1927,Unprovoked,AUSTRALIA,Swimming,M,15,Y
Reported 02-Dec-1926,dec,1926,Unprovoked,AUSTRALIA,Diving for trochus,M,,Y
17-Nov-26,nov,1926,Unprovoked,AUSTRALIA,Diving,M,,N
Reported 29-Oct-1926,oct,1926,Unprovoked,PAPUA NEW GUINEA,Jumped into the water,M,,Y
23-Oct-26,oct,1926,Unprovoked,AUSTRALIA,Bathing,M,17,N
23-Oct-26,oct,1926,Sea Disaster,BERMUDA,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,,,N
Reported 06-Sep-1926,sep,1926,Unprovoked,PAPUA NEW GUINEA,Jumped out of canoe,M,,Y
24-Aug-26,aug,1926,Unprovoked,USA,Swimming,M,18,Y
23-Jul-26,jul,1926,Unprovoked,ITALY,Swimming,M,20,Y
12-Jul-26,jul,1926,Boating,USA,Fishing,M,,N
08-Jul-26,jul,1926,Unprovoked,USA,Swimming with dog near canning factory,M,15,N
03-Jul-26,jul,1926,Invalid,SPAIN,Bathing,M,,N
18-May-26,may,1926,Unprovoked,USA,Swimming,M,,Y
22-Apr-26,apr,1926,Unprovoked,SOUTH ATLANTIC OCEAN,Fell overboard from SS Ripley Castle,M,26,N
07-Apr-26,apr,1926,Unprovoked,USA,Swimming,F,,N
17-Mar-26,mar,1926,Unprovoked,AUSTRALIA,Swimming ,F,,Y
26-Jan-26,jan,1926,Unprovoked,SOUTH AFRICA,Swimming,M,,N
22-Nov-25,nov,1925,Unprovoked,AUSTRALIA,Floating on his back,M,55,Y
04-Sep-25,sep,1925,Provoked,SPAIN,Fishing,M,,N
03-Sep-25,sep,1925,Unprovoked,ENGLAND,Fishing,M,,N
02-Aug-25,aug,1925,Unprovoked,USA,Swimming,F,,N
15-Jun-25,jun,1925,Invalid,AUSTRALIA,,,,
07-Mar-1925 or 27-Mar-1925,mar,1925,Unprovoked,AUSTRALIA,Bathing in waist-deep water,M,16,N
12-Mar-25,mar,1925,Unprovoked,AUSTRALIA,Swimming,M,16,Y
10-Mar-25,mar,1925,Unprovoked,PAPUA NEW GUINEA,Swimming,M,A.M.,Y
Reported 27-Jan-1925,jan,1925,Unprovoked,USA,Swimming,M,,N
08-Jan-25,jan,1925,Unprovoked,CANADA,"Diving, repairing water main at depth of 90'",M,,N
25-Nov-24,nov,1924,Unprovoked,MEXICO,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,F,,Y
24-Nov-24,nov,1924,Unprovoked,PANAMA,"Inebriated, woke from sleep and fell off deck into the water ",M,35,N
21-Nov-24,nov,1924,Unprovoked,USA,Bathing,M,35,Y
Reported 31-Oct-1924,oct,1924,Provoked,FRENCH POLYNESIA,Pearl diving,M,,N
18-Oct-24,oct,1924,Unprovoked,AUSTRALIA,Bathing,M,,N
31-Jul-24,jul,1924,Unprovoked,USA,Standing,M,,N
14-Jul-24,jul,1924,Provoked,ENGLAND,Fishing for mackerel,M,,N
04-Jul-24,jul,1924,Boating,USA,Fishing,M,?    &   14,N
18-Jun-24,jun,1924,Provoked,USA,Removing shark from a net,M,,N
25-Apr-24,apr,1924,Unprovoked,AUSTRALIA,"Fishing, fell in water & swimming strongly to shore",M,20,Y
22-Apr-24,apr,1924,Unprovoked,PANAMA,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",M,21,N
20-Apr-24,apr,1924,Invalid,AUSTRALIA,Swimming ,M,,N
Reported 28-Mar-1924,mar,1924,Unprovoked,SOLOMON ISLANDS,Swimming,M,,N
24-Mar-24,mar,1924,Boating,SPAIN,Fishing,,,N
13-Feb-24,feb,1924,Unprovoked,AUSTRALIA,Bathing in 5' of water,F,30,N
08-Feb-24,feb,1924,Invalid,AUSTRALIA,Bathing,M,,
29-Jan-24,jan,1924,Unprovoked,SOUTH AFRICA,Swimming,M,22,Y
25-Jan-24,jan,1924,Unprovoked,SOUTH AFRICA,Swimming,M,,N
09-Jan-24,jan,1924,Unprovoked,AUSTRALIA,Had just dived into water & was swimming,M,16,Y
12-Dec-23,dec,1923,Unprovoked,AUSTRALIA,Swimming,M,,N
02-Dec-23,dec,1923,Unprovoked,AUSTRALIA,"Fishing, standing in waist-deep water",M,,Y
23-Nov-23,nov,1923,Unprovoked,AUSTRALIA,Dry shelling,M,,Y
02-Nov-23,nov,1923,Invalid,AUSTRALIA,Fishing,M,,Y
20-Oct-23,oct,1923,Invalid,AUSTRALIA,Sailing,M,,Y
17-Oct-23,oct,1923,Boating,AUSTRALIA,Fishing,,,N
16-Oct-23,oct,1923,Unprovoked,AUSTRALIA,Pearl diving,M,,N
08-Aug-23,aug,1923,Unprovoked,GUYANA,Fishing,M,,N
Reported 02-Jul-1923,jul,1923,Unprovoked,AUSTRALIA,Diving for pearl,M,,N
16-Jun-23,jun,1923,Boating,AUSTRALIA,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,,Y
06-Jun-23,jun,1923,Boating,MEXICO,Dismantling cable buoys of the cable ship All America,,,N
Reported 23-May-1923,may,1923,Unprovoked,AUSTRALIA,Wading,M,,N
22-May-23,may,1923,Unprovoked,AUSTRALIA,Diving?,M,,Y
18-Mar-23,mar,1923,Unprovoked,AUSTRALIA,Diving,M,,N
27-Jan-23,jan,1923,Invalid,AUSTRALIA,,M,,
27-Jan-23,jan,1923,Unprovoked,AUSTRALIA,Swimming,M,13,Y
14-Jan-23,jan,1923,Invalid,CUBA,seaplane Columbus ditched in the sea,M,,Y
14-Dec-22,dec,1922,Unprovoked,USA,Bathing,F,,Y
05-Dec-22,dec,1922,Unprovoked,AUSTRALIA,Bathing in 3' to 4' of water,M,19,Y
29-Sep-22,sep,1922,Unprovoked,BARBADOS,Fishing,M,16,Y
29-Oct-22,oct,1922,Invalid,AUSTRALIA,Sailing,M,,
28-Sep-22,sep,1922,Unprovoked,USA,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",M,,N
Reported 26-Sep-1922,sep,1922,Unprovoked,ENGLAND,Swimming ,M,,Y
Reported 21-Sep-1922,sep,1922,Boating,USA,Fishing,,,N
19-Jul-22,jul,1922,Unprovoked,USA,,M,,N
17-Jun-22,jun,1922,Unprovoked,USA,Floating,F,18,Y
24-May-22,may,1922,Unprovoked,JAMAICA,Swimming,M,19,Y
06-May-22,may,1922,Unprovoked,SOUTH AFRICA,Swimming,M,18,N
26-Apr-22,apr,1922,Unprovoked,AUSTRALIA,Swimming,M,,Y
20-Mar-22,mar,1922,Unprovoked,JAMAICA,Fishing,M,,N
13-Mar-22,mar,1922,Unprovoked,JAMAICA,Standing,F,14,Y
02-Mar-22,mar,1922,Unprovoked,AUSTRALIA,Bathing in knee-deep water,M,21,Y
Reported 02-Feb-1922,feb,1922,Invalid,AUSTRALIA,Swimming,M,,Y
04-Feb-22,feb,1922,Unprovoked,AUSTRALIA,Swimming,M,18,Y
Reported 28-Jan-1922,jan,1922,Unprovoked,IRAQ,Bathing,M,,Y
15-Jan-22,jan,1922,Unprovoked,AUSTRALIA,Swimming ,M,54,Y
13-Jan-22,jan,1922,Unprovoked,AUSTRALIA,Standing,M,,N
04-Jan-22,jan,1922,Unprovoked,AUSTRALIA,Surfing,M,26,Y
11-Dec-21,dec,1921,Unprovoked,AUSTRALIA,Swimming,M,20,N
27-Nov-21,nov,1921,Unprovoked,AUSTRALIA,Fell from his father's back into the water,M,8,Y
27-Nov-21,nov,1921,Unprovoked,AUSTRALIA,"Wading to dinghy, carrying his son",M,40,N
Reported 15-Nov-1921,nov,1921,Unprovoked,FIJI,Swimming,,,Y
12-Oct-21,oct,1921,Unprovoked,AUSTRALIA,Diving for beche-de-mer ,M,,N
04-Oct-21,oct,1921,Unprovoked,AUSTRALIA,Diving for beche-de-mer,M,22,Y
Reported 29-Aug-1929,aug,1921,Unprovoked,AUSTRALIA,,M,,N
28-Aug-21,aug,1921,Unprovoked,PHILIPPINES,Swimming,M,21,Y
Reported 11-Jan-1921,jan,1921,Invalid,PHILIPPINES,,,,
29-Nov-20,nov,1920,Unprovoked,AUSTRALIA,Wading,M,,N
22-Aug-21,aug,1921,Unprovoked,HAITI,Dived into a school of baitfish,M,,Y
22-Nov-20,nov,1920,Unprovoked,AUSTRALIA,Standing,M,,N
04-Nov-20,nov,1920,Sea Disaster,PHILIPPINES,The coastwise steamer San Basilio capsized in a typhoon,,,Y
14-Jul-20,jul,1920,Invalid,USA,Swimming ,M,30,Y
Reported 06-Jul-1920,jul,1920,Unprovoked,AUSTRALIA,Diving for trochus shell,M,,N
29-Jun-20,jun,1920,Unprovoked,USA,Swimming ,M,13,N
27-Jun-20,jun,1920,Provoked,CANADA,Harpooned shark,,,N
08-Mar-20,mar,1920,Unprovoked,AUSTRALIA,"Boat capsized, swimming to shore",M,20,N
Reported 24-Jan-1920,jan,1920,Unprovoked,AUSTRALIA,Diving,M,,N
03-Feb-20,feb,1920,Unprovoked,SOUTH AFRICA,Floating face down,F,18,N
Reported 24-Jan-1920,jan,1920,Unprovoked,AUSTRALIA,Free diving,M,,Y
15-Jan-20,jan,1920,Unprovoked,AUSTRALIA,Swimming ,M,12,Y
Reported 30-Dec-1919,dec,1919,Unprovoked,AUSTRALIA,Swimming,M,29,N
07-Dec-19,dec,1919,Unprovoked,AUSTRALIA,Swimming,M,47,Y
18-Nov-19,nov,1919,Unprovoked,AUSTRALIA,Sitting in a boat,M,,N
12-Sep-19,sep,1919,Unprovoked,COSTA RICA,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,,Y
10-Aug-19,aug,1919,Unprovoked,USA,Swimming,M,,N
29-May-19,may,1919,Unprovoked,USA,"""Swimming vigorously""",M,,N
06-Apr-19,apr,1919,Unprovoked,USA,Knocked into the water,M,,Y
16-Mar-19,mar,1919,Invalid,AUSTRALIA,Cutter capsized,M,,
17-Jan-19,jan,1919,Unprovoked,AUSTRALIA,Swimming,M,,N
15-Jan-19,jan,1919,Unprovoked,NEW ZEALAND,Swimming,F,,N
09-Jan-19,jan,1919,Unprovoked,AUSTRALIA,Wading,M,13,Y
05-Jan-19,jan,1919,Unprovoked,AUSTRALIA,Wading (shrimping),M,38,Y
19-Sep-18,sep,1918,Unprovoked,AUSTRALIA,Bathing,M,22,Y
22-Mar-18,mar,1918,Unprovoked,AUSTRALIA,Surfing,M,,N
15-Dec-17,dec,1917,Unprovoked,AUSTRALIA,Swimming,M,,N
21-Sep-17,sep,1917,Unprovoked,USA,"Swimming, towing an empty barrel",M,,N
09-Sep-17,sep,1917,Provoked,USA,Stuffing a shark into an automobile,M,,N
18-Jul-17,jul,1917,Unprovoked,USA,Diving,M,,Y
15-Jul-17,jul,1917,Sea Disaster,IRELAND,Ship Mariston torpedoed & sunk,M,,Y
03-Jun-17,jun,1917,Unprovoked,USA,Swimming beside launch,M,,N
31-May-17,may,1917,Unprovoked,PHILIPPINES,Swimming,M,,Y
Reported 05-May-1917,may,1917,Unprovoked,KUWAIT,Diving for pearls,M,,N
30-Dec-16,dec,1916,Unprovoked,AUSTRALIA,Bathing,M,25,N
08-Dec-16,dec,1916,Unprovoked,AUSTRALIA,Taking wife to beach & about 1 m from the shore,M,41,Y
08-Dec-16,dec,1916,Unprovoked,AUSTRALIA,Swimming 10 m from shore,F,,N
15-Nov-16,nov,1916,Provoked,PANAMA,,M,,N
10-Nov-16,nov,1916,Unprovoked,AUSTRALIA,Swimming,M,,Y
09-Nov-16,nov,1916,Unprovoked,AUSTRALIA,Bathing,M,27,Y
11-Oct-16,oct,1916,Provoked,USA,"Fishing, attempted to take a netted shark",M,,Y
 24-Aug-1916,aug,1916,Unprovoked,USA,Netting shrimp,M,,N
26-Jul-16,jul,1916,Unprovoked,USA,Fishing,M,,N
13-Jul-16,jul,1916,Invalid,USA,Swimming,F,,N
13-Jul-16,jul,1916,Unprovoked,USA,Swimming,M,,N
12-Jul-16,jul,1916,Unprovoked,USA,Swimming,M,12,N
12-Jul-16,jul,1916,Unprovoked,USA,Swimming (recovering remains of Stilwell) ,M,24,Y
12-Jul-16,jul,1916,Unprovoked,USA,Swimming,M,10,Y
11-Jul-16,jul,1916,Sea Disaster,BAHAMAS,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,,Y
08-Jul-16,jul,1916,Unprovoked,SPAIN,Diving,M,,N
07-Jul-16,jul,1916,Unprovoked,PHILIPPINES,Bathing,M,,N
06-Jul-16,jul,1916,Unprovoked,USA,Swimming,M,,Y
01-Jul-16,jul,1916,Unprovoked,USA,Swimming,M,24,Y
30-Jun-16,jun,1916,Unprovoked,USA,Swimming,M,10 or 12,N
Reported 24-Jun-1916,jun,1916,Unprovoked,ATLANTIC OCEAN,Jumped overboard from Norwegian steamship Venator,M,,Y
23-Jun-16,jun,1916,Provoked,USA,,M,26,N
Reported 25-Apr-1916,apr,1916,Unprovoked,AUSTRALIA,Swimming,M,,Y
03-Apr-16,apr,1916,Unprovoked,AUSTRALIA,Clinging to overturned rowing boat,M,17,Y
19-Mar-16,mar,1916,Unprovoked,AUSTRALIA,Bathing,M,,N
Reported 09-Dec-1915,dec,1915,Unprovoked,AUSTRALIA,Diving,M,,N
10-Nov-15,nov,1915,Unprovoked,AUSTRALIA,Bathing,M,10,N
08-Nov-14,nov,1915,Unprovoked,AUSTRALIA,Bathing,M,,N
03-Aug-15,aug,1915,Unprovoked,USA,,M,,N
Reported 06-Jul-1915,jul,1915,Unprovoked,MEXICO,Fishing,M,,Y
Reported 06-Jul-1915,jul,1915,Unprovoked,MEXICO,Wading,M,,Y
Reported 15-May-1915,may,1915,Invalid,EGYPT,Fell overboard,M,,Y
29-Mar-15,mar,1915,Unprovoked,AUSTRALIA,Skin diving for trepang but at surface next to the boat,M,,N
06-Feb-15,feb,1915,Unprovoked,AUSTRALIA,Swimming,M,,N
13-Jan-15,jan,1915,Invalid,NEW ZEALAND,Fishing,M,,Y
01-Jan-15,jan,1915,Unprovoked,AUSTRALIA,Bathing,M,17,Y
Reported 04-Dec-1914,dec,1914,Unprovoked,AUSTRALIA,Swimming,M,,N
17-Oct-14,oct,1914,Sea Disaster,SAMOA,Copra vessel with 19 on board was wrecked in a squall,F,,N
Reported 26-Sep-1914,sep,1914,Unprovoked,JAMAICA,Fell overboard,M,,Y
09-Sep-14,sep,1914,Unprovoked,USA,Swimming,M,17,Y
Reported 15-Jul-1914,jul,1914,Unprovoked,CROATIA,Washing clothes,F,,N
Reported 09-Jul-1914,jul,1914,Provoked,USA,Fishing,M,,N
07-Jul-14,jul,1914,Unprovoked,CROATIA,,M,,N
13-Jun-14,jun,1914,Boating,MONTENEGRO,Fishing boat,M,,N
10-Jun-14,jun,1914,Unprovoked,AUSTRALIA,Bathing,M,43,Y
31-May-14,may,1914,Sea Disaster,NEW CALEDONIA,Swimming ashore from swamped 13-ft boat,M,,Y
14-May-14,may,1914,Provoked,USA,Fishing,F,,N
Reported 14-Mar-1914,mar,1914,Invalid,USA,Swimming,M,,Y
03-Mar-14,mar,1914,Unprovoked,USA,Washed into sea while picking opihi & attacked by 2 large sharks ,M,,Y
Reported 09-Feb-1914,feb,1914,Unprovoked,AUSTRALIA,Wading,M,,N
  03-Feb-1914,feb,1914,Unprovoked,AUSTRALIA,Canoeing,M,,N
Reported 17-Jan-1914,jan,1914,Unprovoked,AUSTRALIA,Wading,F,,N
Reported 30-Dec-1913,dec,1913,Provoked,USA,Fishing for mackerel,,,N
27-Nov-13,nov,1913,Unprovoked,NIGERIA,Boat swamped,M,,Y
21-Nov-13,nov,1913,Unprovoked,AUSTRALIA,Swimming,M,12,N
21-Sep-13,sep,1913,Unprovoked,USA,,M,,N
03-Sep-13,sep,1913,Provoked,CROATIA,,M,,N
Reported 27-Aug-1913,aug,1913,Invalid,USA,,M,,
Reported 27-Aug-1913,aug,1913,Invalid,USA,,F,,
26-Aug-13,aug,1913,Invalid,ITALY,,,,Y
12-Jul-13,jul,1913,Unprovoked,USA,,M,,Y
21-May-13,may,1913,Provoked,USA,Fishing,M,,N
02-May-13,may,1913,Provoked,AUSTRALIA,Hauling in net,M,,N
27-Mar-13,mar,1913,Unprovoked,SAMOA,,M,,N
30-Aug-12,aug,1912,Unprovoked,USA,Swimming,M,12,Y
23-Jul-12,jul,1912,Unprovoked,USA,Swimming,M,,N
Reported 06-Jul-1912,jul,1912,Unprovoked,SOLOMON ISLANDS,Bathing,M,,Y
04-May-12,may,1912,Invalid,SOUTH AFRICA,,M,,
18-Mar-12,mar,1912,Unprovoked,NEW ZEALAND,Swimming,M,,N
22-Feb-12,feb,1912,Provoked,AUSTRALIA,Hard hat diving,M,,N
19-Feb-12,feb,1912,Unprovoked,AUSTRALIA,Swimming,M,18,N
03-Feb-12,feb,1912,Unprovoked,NEW CALEDONIA,Swimming,M,,N
26-Jan-12,jan,1912,Unprovoked,AUSTRALIA,Swimming,M,21,Y
Reported 13-Jan-1912,jan,1912,Unprovoked,FIJI,Washed overboard,M,7,Y
06-Jan-12,jan,1912,Unprovoked,AUSTRALIA,,M,,N
01-Jan-12,jan,1912,Unprovoked,AUSTRALIA,Bathing,M,,Y
08-Nov-11,nov,1911,Invalid,USA,,M,,Y
26-Oct-11,oct,1911,Unprovoked,USA,Fell overboard from steamship Rio Grande,M,,Y
25-Oct-11,oct,1911,Unprovoked,AUSTRALIA,Diving,M,23,N
23-Sep-11,sep,1911,Unprovoked,USA,Jumped overboard to rescue companion,M,,Y
20-Sep-11,sep,1911,Unprovoked,USA,Fell overboard & swimming,M,,Y
17-Sep-11,sep,1911,Unprovoked,USA,Bathing,M,,N
Reported 31-Jul-1911,jul,1911,Unprovoked,SPAIN,Bathing,M,,Y
Reported 16-Jul-1911,jul,1911,Provoked,USA,Fishing,M,,N
09-May-11,may,1911,Unprovoked,SOUTH AFRICA,Bathing,M,64,Y
Reported 01-May-1911,may,1911,Provoked,USA,Fishing,M,,N
01-May-11,may,1911,Unprovoked,SOUTH AFRICA,Swimming,M,,Y
Reported 08-Apr-1911,apr,1911,Boating,NEW ZEALAND,Fishing,,,N
Reported 29-Mar-1911,mar,1911,Unprovoked,AUSTRALIA,Swimming,M,,Y
04-Jan-11,jan,1911,Sea Disaster,AUSTRALIA,3-masted steel barque Glenbank foundered during a cyclone,M,22,N
Reported 25-Dec-1910,dec,1910,Invalid,CROATIA,,M,,Y
Reported 23-Dec-1910,dec,1910,Sea Disaster,AUSTRALIA,Shipwrecked pearling schooner,M,,Y
28-Nov-10,nov,1910,Provoked,NORTH ATLANTIC OCEAN,Fishing,M,,N
24-Nov-10,nov,1910,Unprovoked,AUSTRALIA,Bathing,M,,N
Reported 25-Jun-1910,jun,1910,Unprovoked,MEXICO,Swimming,M,,N
Reported 08-Jun-1910,jun,1910,Sea Disaster,MOZAMBIQUE,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",,,Y
Reported 16-May-1910,may,1910,Invalid,USA,"Unknown, their unoccupied yawlboat was recovered",M,,N
31-Mar-10,mar,1910,Unprovoked,PANAMA,Fell overboard from USS cruiser Tacoma,M,,Y
08-Mar-10,mar,1910,Unprovoked,NEW ZEALAND,Swimming,M,,N
  16-Feb-1910,feb,1910,Unprovoked,AUSTRALIA,Surf bathing,M,,N
26-Jan-10,jan,1910,Unprovoked,AUSTRALIA,,M,,Y
Reported 26-Nov-1909,nov,1909,Unprovoked,USA,,M,,N
Reported 15-Dec-1909,dec,1909,Unprovoked,AUSTRALIA,Fell overboard,M,,Y
05-Dec-09,dec,1909,Provoked,AUSTRALIA,Fishing,M,,N
14-Nov-1909 to 19-Nov-1909,nov,1909,Sea Disaster,INDONESIA,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda�s boats,,,Y
Reported 04-Sep-1909,sep,1909,Provoked,USA,Seine netting,M,,N
13-Aug-09,aug,1909,Unprovoked,USA,Fell overboard from fishing schooner Halycon,M,,Y
24-Jul-09,jul,1909,Unprovoked,USA,Fell overboard while fishing for sharks,M,,N
15-Jul-09,jul,1909,Unprovoked,USA,Swimming,M,16,N
Reported 26-Jun-1909,jun,1909,Unprovoked,MEXICO,Bathing,F,,Y
26-Jun-09,jun,1909,Unprovoked,SOUTH AFRICA,,M,,Y
18-Jun-09,jun,1909,Sea Disaster,AUSTRALIA,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",M,,Y
Reported 27-Apr-1909,apr,1909,Provoked,SPAIN,Fishing,M,,N
10-Apr-09,apr,1909,Invalid,USA,Reported swept away by waves while gathering opihi,F,19,Y
Reported 09-Apr-1909,apr,1909,Unprovoked,TUNISIA,Diving (Helmet) for sponges,M,,Y
06-Mar-09,mar,1909,Sea Disaster,SOUTH AFRICA,Wreck of the 1308-ton Norwegian ship Auckland,F,,Y
17-Jan-09,jan,1909,Invalid,,Jumped overboard ,M,36,Y
31-Dec-08,dec,1908,Unprovoked,SOUTH AFRICA,Swimming,M,16,Y
Reported 16-Dec-1908,dec,1908,Unprovoked,MEXICO,Swimming ashore from capsized boat,M,,Y
   21-Sep-1908,sep,1908,Unprovoked,AUSTRALIA,Fell from the jetty,M,,Y
05-Sep-08,sep,1908,Unprovoked,USA,On fishing boat & trailing hand in the water,M,,N
Reported 28-Aug-1908,aug,1908,Unprovoked,SPAIN,Fell overboard from P&O steamship Arabia,M,,Y
Reported 18-Jul-1908,jul,1908,Invalid,SPAIN,,,,Y
Reported 08-Jul-1908,jul,1908,Unprovoked,CROATIA,Boating,F,,Y
18-Jun-08,jun,1908,Unprovoked,EGYPT,The 168-ton Belmore foundered in heavy seas,M,,Y
08-Jun-08,jun,1908,Sea Disaster,USA,The British steamer Caribbee foundered,M,,Y
Reported 02-Jun-1908,jun,1908,Sea Disaster,PAPUA NEW GUINEA,.,,,Y
13-May-08,may,1908,Sea Disaster,INDONESIA,native boats sunk in storm,,F,Y
10-May-08,may,1908,Invalid,USA,,M,,Y
08-Jan-08,jan,1908,Unprovoked,USA,Gathering fish stunned by dynamite,M,,Y
21-Dec-07,dec,1907,Unprovoked,AUSTRALIA,Bathing,M,,Y
Reported 18-Oct-1907,oct,1907,Unprovoked,AUSTRALIA,Bathing,M,,Y
Reported 16-Oct-1907,oct,1907,Unprovoked,CHINA,Fishing,M,,N
Reported 16-Oct-1907,oct,1907,Unprovoked,CHINA,Fishing,M,,Y
14-Oct-07,oct,1907,Unprovoked,AUSTRALIA,Bathing,M,,N
12-Oct-07,oct,1907,Invalid,HAITI,Reached out to disentangle rope & fell overboard,M,,N
08-Oct-07,oct,1907,Unprovoked,USA,"Diving, retrieving fish caught in net ",M,,N
Reported 19-Sep-1907,sep,1907,Invalid,ENGLAND,Swimming,M,,N
11-Sep-07,sep,1907,Unprovoked,CROATIA,Swimming,F,,Y
Reported 12-Aug-1907,aug,1907,Unprovoked,CROATIA,Swimming,F,,Y
Reported 12-Aug-1907,aug,1907,Unprovoked,CROATIA,Swimming,M,,Y
Reported 08-Aug-1907,aug,1907,Unprovoked,USA,Wading,M,,N
Reported 14-Jul-1907,jul,1907,Unprovoked,CROATIA,Swimming,F,,Y
Reported 04-Jul-1907,jul,1907,Invalid,AUSTRALIA,.,M,,Y
20-Apr-07,apr,1907,Unprovoked,MEXICO,Bathing,M,,N
26-Mar-07,mar,1907,Unprovoked,USA,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",M,,Y
07-Mar-07,mar,1907,Unprovoked,MALTA,Fishing,M,,Y
